 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = F775W
 -1.2876 -1.2649 -1.2563 -1.2647 -1.2781 -1.2759 -1.1484 -1.1115 -1.0714 -1.0219
 -0.9602 -0.8944 -0.8248 -0.7504 -0.6818 -0.5521 -0.4917 -0.4720 -0.4763
 -1.2578 -1.1552 -1.0904 -1.0596 -1.0542 -1.0473 -1.0306 -1.0078 -0.9818 -0.9518
 -0.9111 -0.8567 -0.7934 -0.7309 -0.6746 -0.5704 -0.5128 -0.4919 -0.4922 -0.5053
 -1.1976 -1.1099 -1.0385 -0.9843 -0.9488 -0.9345 -0.9371 -0.9359 -0.9203 -0.8922
 -0.8609 -0.8239 -0.7753 -0.7218 -0.6720 -0.5776 -0.5275 -0.5108 -0.5129 -0.5256
 -0.5457
 -1.1372 -1.0644 -1.0012 -0.9476 -0.9043 -0.8725 -0.8525 -0.8443 -0.8429 -0.8347
 -0.8142 -0.7891 -0.7561 -0.7139 -0.6708 -0.5854 -0.5395 -0.5263 -0.5304 -0.5434
 -0.5624 -0.5864
 -1.0586 -1.0043 -0.9553 -0.9104 -0.8702 -0.8359 -0.8085 -0.7880 -0.7735 -0.7638
 -0.7542 -0.7398 -0.7225 -0.6966 -0.6647 -0.5898 -0.5470 -0.5365 -0.5439 -0.5585
 -0.5776 -0.6006 -0.6273 -0.6569
 -0.9631 -0.9265 -0.8934 -0.8616 -0.8302 -0.8003 -0.7733 -0.7502 -0.7312 -0.7151
 -0.7008 -0.6874 -0.6758 -0.6609 -0.6416 -0.5877 -0.5488 -0.5399 -0.5512 -0.5694
 -0.5904 -0.6140 -0.6402 -0.6690 -0.7008 -0.7363 -0.7756 -0.8193 -0.8673 -0.9198
 -0.8585 -0.8342 -0.8155 -0.7973 -0.7778 -0.7566 -0.7350 -0.7143 -0.6957 -0.6792
 -0.6639 -0.6490 -0.6355 -0.6231 -0.6092 -0.5733 -0.5440 -0.5363 -0.5506 -0.5739
 -0.5991 -0.6250 -0.6523 -0.6812 -0.7117 -0.7432 -0.7775 -0.8165 -0.8617 -0.9131
 -0.9671
 -0.7467 -0.7339 -0.7256 -0.7187 -0.7110 -0.7009 -0.6877 -0.6730 -0.6584 -0.6441
 -0.6308 -0.6179 -0.6051 -0.5931 -0.5806 -0.5522 -0.5323 -0.5271 -0.5427 -0.5704
 -0.6012 -0.6316 -0.6618 -0.6923 -0.7234 -0.7554 -0.7879 -0.8228 -0.8621 -0.9074
 -0.9597
 -0.6347 -0.6308 -0.6295 -0.6305 -0.6321 -0.6318 -0.6285 -0.6222 -0.6140 -0.6047
 -0.5951 -0.5856 -0.5760 -0.5665 -0.5563 -0.5315 -0.5165 -0.5147 -0.5301 -0.5600
 -0.5957 -0.6320 -0.6671 -0.7010 -0.7344 -0.7675 -0.8010 -0.8365 -0.8743 -0.9139
 -0.9553
 -0.5224 -0.5249 -0.5311 -0.5377 -0.5454 -0.5528 -0.5584 -0.5610 -0.5610 -0.5586
 -0.5546 -0.5497 -0.5444 -0.5386 -0.5323 -0.5135 -0.5011 -0.5013 -0.5162 -0.5451
 -0.5830 -0.6239 -0.6646 -0.7035 -0.7408 -0.7767 -0.8119 -0.8468 -0.8859 -0.9225
 -0.9574
 -0.4098 -0.4162 -0.4304 -0.4443 -0.4554 -0.4678 -0.4797 -0.4900 -0.4981 -0.5037
 -0.5068 -0.5082 -0.5080 -0.5069 -0.5051 -0.4962 -0.4867 -0.4883 -0.5030 -0.5303
 -0.5674 -0.6100 -0.6547 -0.6990 -0.7413 -0.7814 -0.8199 -0.8570 -0.8933 -0.9297
 -0.9670
 -0.2970 -0.3047 -0.3274 -0.3512 -0.3654 -0.3811 -0.3972 -0.4128 -0.4274 -0.4403
 -0.4511 -0.4596 -0.4660 -0.4706 -0.4747 -0.4796 -0.4733 -0.4757 -0.4905
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value = F775W
 -1.3739 -1.3054 -1.2577 -1.2286 -1.2101 -1.1920 -1.1345 -1.1057 -1.0672 -1.0176
 -0.9567 -0.8893 -0.8188 -0.7499 -0.6873 -0.5640 -0.4934 -0.4639 -0.4652
 -1.2792 -1.1872 -1.1376 -1.0996 -1.0679 -1.0445 -1.0266 -1.0089 -0.9861 -0.9551
 -0.9136 -0.8606 -0.7999 -0.7398 -0.6846 -0.5767 -0.5125 -0.4866 -0.4854 -0.4975
 -1.2449 -1.1308 -1.0474 -0.9951 -0.9759 -0.9722 -0.9625 -0.9451 -0.9247 -0.9025
 -0.8748 -0.8382 -0.7901 -0.7374 -0.6876 -0.5891 -0.5296 -0.5054 -0.5052 -0.5175
 -0.5374
 -1.2259 -1.1159 -1.0277 -0.9601 -0.9125 -0.8841 -0.8767 -0.8822 -0.8802 -0.8637
