 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  B   
 -6.0998 -5.9313 -5.4405 -4.9918 -4.5848 -4.2289 -3.9249 -3.6619 -3.4220 -3.2148
 -3.0238 -2.8453 -2.6786 -2.5233 -2.3790 -2.0645 -1.7963 -1.5509 -1.3185 -1.0998
 -0.8990
 -5.8433 -5.7583 -5.4799 -5.0645 -4.6442 -4.2670 -3.9352 -3.6532 -3.4062 -3.1875
 -2.9933 -2.8120 -2.6425 -2.4841 -2.3364 -2.0146 -1.7448 -1.5032 -1.2785 -1.0703
 -0.8813 -0.7122
 -5.6951 -5.3542 -5.2611 -5.0663 -4.7114 -4.3335 -3.9842 -3.6782 -3.4159 -3.1854
 -2.9843 -2.7998 -2.6270 -2.4652 -2.3138 -1.9827 -1.7085 -1.4688 -1.2498 -1.0497
 -0.8701 -0.7103 -0.5693 -0.4464
 -5.7455 -5.2635 -4.9330 -4.7916 -4.6754 -4.3905 -4.0569 -3.7379 -3.4538 -3.2087
 -2.9942 -2.8052 -2.6290 -2.4636 -2.3083 -1.9663 -1.6849 -1.4448 -1.2299 -1.0361
 -0.8639 -0.7120 -0.5782 -0.4613 -0.3606 -0.2710 -0.1884 -0.1148 -0.0547 -0.0141
 -5.8734 -5.3256 -4.8878 -4.5708 -4.3822 -4.2759 -4.0900 -3.8086 -3.5207 -3.2567
 -3.0269 -2.8265 -2.6463 -2.4774 -2.3182 -1.9647 -1.6733 -1.4300 -1.2172 -1.0281
 -0.8618 -0.7164 -0.5891 -0.4781 -0.3821 -0.3002 -0.2283 -0.1621 -0.1009 -0.0535
 -0.0240
 -6.0490 -5.4595 -4.9610 -4.5602 -4.2584 -4.0479 -3.9034 -3.7717 -3.5741 -3.3259
 -3.0826 -2.8667 -2.6776 -2.5050 -2.3424 -1.9778 -1.6745 -1.4245 -1.2113 -1.0251
 -0.8628 -0.7227 -0.6011 -0.4959 -0.4051 -0.3277 -0.2597 -0.1999 -0.1483 -0.1046
 -0.0685
 -6.2640 -5.6338 -5.0951 -4.6391 -4.2698 -3.9843 -3.7693 -3.6008 -3.4581 -3.3123
 -3.1317 -2.9225 -2.7210 -2.5417 -2.3758 -2.0015 -1.6859 -1.4264 -1.2097 -1.0242
 -0.8646 -0.7283 -0.6117 -0.5118 -0.4264 -0.3543 -0.2936 -0.2416 -0.1966 -0.1572
 -0.1225
 -6.4335 -5.8226 -5.2735 -4.7806 -4.3616 -4.0192 -3.7485 -3.5358 -3.3608 -3.2064
 -3.0631 -2.9190 -2.7612 -2.5894 -2.4226 -2.0412 -1.7136 -1.4427 -1.2192 -1.0315
 -0.8725 -0.7379 -0.6246 -0.5289 -0.4482 -0.3809 -0.3254 -0.2789 -0.2394 -0.2056
 -0.1770
 -6.6408 -6.0211 -5.4612 -4.9557 -4.5038 -4.1174 -3.7983 -3.5409 -3.3334 -3.1590
 -3.0029 -2.8581 -2.7207 -2.5859 -2.4463 -2.0883 -1.7528 -1.4699 -1.2375 -1.0449
 -0.8841 -0.7494 -0.6375 -0.5446 -0.4677 -0.4047 -0.3540 -0.3128 -0.2788 -0.2506
 -0.2261
 -6.8860 -6.2294 -5.6358 -5.1374 -4.6740 -4.2597 -3.9022 -3.6031 -3.3575 -3.1554
 -2.9839 -2.8306 -2.6881 -2.5539 -2.4469 -2.1428 -1.8035 -1.5080 -1.2646
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value =  B   
 -6.2201 -5.6939 -5.2544 -4.8932 -4.5471 -4.2570 -4.0014 -3.7657 -3.5487 -3.3507
 -3.1703 -3.0017 -2.8444 -2.6978 -2.5611 -2.2586 -1.9836 -1.7318 -1.4842
 -6.3731 -5.7878 -5.2911 -4.8745 -4.5165 -4.2014 -3.9317 -3.6879 -3.4602 -3.2647
 -3.0820 -2.9113 -2.7524 -2.6044 -2.4667 -2.1631 -1.8999 -1.6549 -1.4181 -1.1887
 -6.3433 -5.8871 -5.3842 -4.9248 -4.5379 -4.1925 -3.9007 -3.6475 -3.4122 -3.2128
 -3.0279 -2.8553 -2.6943 -2.5441 -2.4041 -2.0965 -1.8338 -1.5937 -1.3655 -1.1481
 -0.9456
 -5.9042 -5.8540 -5.4654 -5.0153 -4.5932 -4.2271 -3.9075 -3.6374 -3.3983 -3.1856
 -2.9980 -2.8231 -2.6596 -2.5068 -2.3640 -2.0499 -1.7853 -1.5482 -1.3264 -1.1179
 -0.9260 -0.7527
 -5.7063 -5.5035 -5.3974 -5.0770 -4.6790 -4.2937 -3.9530 -3.6575 -3.4049 -3.1808
 -2.9870 -2.8091 -2.6427 -2.4871 -2.3410 -2.0189 -1.7498 -1.5142 -1.2968 -1.0957
 -0.9121 -0.7474 -0.6012 -0.4725
 -5.7249 -5.2713 -5.0339 -4.9590 -4.7182 -4.3741 -4.0259 -3.7104 -3.4372 -3.2010
 -2.9930 -2.8110 -2.6414 -2.4825 -2.3332 -2.0017 -1.7257 -1.4893 -1.2761 -1.0801
 -0.9029 -0.7455 -0.6063 -0.4836 -0.3762 -0.2822 -0.1954 -0.1144 -0.0529 -0.0099
 -5.8580 -5.3070 -4.8902 -4.6303 -4.5262 -4.3792 -4.0972 -3.7880 -3.4991 -3.2428
 -3.0219 -2.8281 -2.6547 -2.4924 -2.3396 -1.9981 -1.7130 -1.4729 -1.2616 -1.0699
 -0.8980 -0.7463 -0.6134 -0.4967 -0.3948 -0.3063 -0.2288 -0.1590 -0.0941 -0.0461
 -0.0152
 -6.0661 -5.4449 -4.9435 -4.5577 -4.2914 -4.1370 -4.0285 -3.8367 -3.5751 -3.3119
 -3.0727 -2.8645 -2.6820 -2.5161 -2.3598 -2.0085 -1.7123 -1.4657 -1.2536 -1.0647
 -0.8968 -0.7498 -0.6221 -0.5110 -0.4143 -0.3310 -0.2596 -0.1982 -0.1429 -0.0929
 -0.0566
 -6.3255 -5.6452 -5.0813 -4.6225 -4.2643 -4.0018 -3.8191 -3.6867 -3.5538 -3.3668
 -3.1403 -2.9182 -2.7225 -2.5493 -2.3898 -2.0297 -1.7222 -1.4662 -1.2503 -1.0620
 -0.8967 -0.7531 -0.6299 -0.5239 -0.4325 -0.3543 -0.2883 -0.2323 -0.1845 -0.1433
 -0.1071
 -6.6023 -5.8924 -5.2847 -4.7694 -4.3464 -4.0117 -3.7566 -3.5641 -3.4111 -3.2766
 -3.1373 -2.9727 -2.7840 -2.5999 -2.4346 -2.0669 -1.7487 -1.4815 -1.2586 -1.0682
 -0.9034 -0.7616 -0.6411 -0.5390 -0.4521 -0.3784 -0.3172 -0.2664 -0.2241 -0.1897
 -0.1579
 -6.9824 -6.1865 -5.5195 -4.9689 -4.4962 -4.1046 -3.7902 -3.5437 -3.3501 -3.1900
 -3.0481 -2.9150 -2.7811 -2.6379 -2.4823 -2.1138 -1.7872 -1.5086 -1.2766 -1.0813
 -0.9149 -0.7731 -0.6536 -0.5539 -0.4704 -0.4008 -0.3439 -0.2978 -0.2607 -0.2307
 -0.2066
 -7.4658 -6.5275 -5.7458 -5.1890 -4.6906 -4.2563 -3.8923 -3.5957 -3.3575 -3.1654
 -3.0046 -2.8616 -2.7290 -2.6028 -2.5329 -2.1704 -1.8377 -1.5475 -1.3043
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value =  B   
 -6.0766 -5.5919 -5.1832 -4.8432 -4.5064 -4.2333 -3.9876 -3.7570 -3.5439 -3.3499
 -3.1741 -3.0096 -2.8562 -2.7130 -2.5791 -2.2816 -2.0125 -1.7662 -1.5268
 -6.2536 -5.6890 -5.2160 -4.8257 -4.4796 -4.1799 -3.9204 -3.6809 -3.4612 -3.2679
 -3.0926 -2.9269 -2.7723 -2.6283 -2.4939 -2.1961 -1.9374 -1.6974 -1.4662 -1.2404
 -6.3413 -5.8225 -5.3141 -4.8684 -4.4995 -4.1680 -3.8893 -3.6435 -3.4135 -3.2202
 -3.0407 -2.8732 -2.7172 -2.5716 -2.4356 -2.1348 -1.8768 -1.6414 -1.4171 -1.2012
 -0.9972
 -6.1878 -5.8843 -5.4286 -4.9641 -4.5512 -4.1996 -3.8914 -3.6310 -3.3991 -3.1917
 -3.0098 -2.8404 -2.6822 -2.5345 -2.3963 -2.0904 -1.8307 -1.5981 -1.3795 -1.1713
 -0.9768 -0.7989
 -5.7730 -5.6878 -5.4555 -5.0609 -4.6414 -4.2608 -3.9293 -3.6461 -3.4018 -3.1834
 -2.9958 -2.8238 -2.6632 -2.5129 -2.3720 -2.0593 -1.7956 -1.5642 -1.3502 -1.1483
 -0.9611 -0.7912 -0.6393 -0.5043
 -5.7055 -5.3151 -5.2085 -5.0520 -4.7211 -4.3478 -3.9991 -3.6918 -3.4280 -3.1997
 -2.9976 -2.8217 -2.6582 -2.5050 -2.3612 -2.0405 -1.7704 -1.5382 -1.3275 -1.1309
 -0.9496 -0.7863 -0.6411 -0.5127 -0.3992 -0.2981 -0.2048 -0.1186 -0.0545 -0.0077
 -5.8244 -5.2889 -4.9159 -4.7579 -4.6659 -4.4074 -4.0831 -3.7658 -3.4820 -3.2354
 -3.0217 -2.8340 -2.6668 -2.5106 -2.3636 -2.0342 -1.7559 -1.5199 -1.3109 -1.1186
 -0.9422 -0.7841 -0.6448 -0.5223 -0.4146 -0.3199 -0.2366 -0.1601 -0.0904 -0.0408
 -0.0073
 -6.0483 -5.4129 -4.9245 -4.5697 -4.3659 -4.2754 -4.1109 -3.8433 -3.5602 -3.2979
 -3.0666 -2.8656 -2.6893 -2.5295 -2.3793 -2.0412 -1.7531 -1.5106 -1.3008 -1.1113
 -0.9387 -0.7849 -0.6503 -0.5331 -0.4307 -0.3413 -0.2646 -0.1974 -0.1366 -0.0826
 -0.0457
 -6.3315 -5.6238 -5.0519 -4.6025 -4.2665 -4.0417 -3.9099 -3.7979 -3.6121 -3.3714
 -3.1309 -2.9144 -2.7253 -2.5582 -2.4048 -2.0586 -1.7605 -1.5091 -1.2954 -1.1065
 -0.9367 -0.7862 -0.6556 -0.5430 -0.4457 -0.3614 -0.2893 -0.2279 -0.1757 -0.1308
 -0.0917
 -6.6889 -5.9098 -5.2653 -4.7423 -4.3260 -4.0076 -3.7768 -3.6148 -3.4916 -3.3628
 -3.1923 -2.9880 -2.7856 -2.6057 -2.4458 -2.0921 -1.7843 -1.5225 -1.3019 -1.1110
 -0.9422 -0.7935 -0.6653 -0.5560 -0.4628 -0.3829 -0.3154 -0.2589 -0.2122 -0.1739
 -0.1424
 -7.1753 -6.2709 -5.5358 -4.9534 -4.4719 -4.0848 -3.7824 -3.5527 -3.3788 -3.2390
 -3.1139 -2.9843 -2.8365 -2.6672 -2.4984 -2.1363 -1.8207 -1.5484 -1.3187 -1.1229
 -0.9528 -0.8046 -0.6774 -0.5700 -0.4796 -0.4035 -0.3400 -0.2879 -0.2460 -0.2126
 -0.1867
 -7.7906 -6.7071 -5.8242 -5.2072 -4.6798 -4.2358 -3.8742 -3.5860 -3.3600 -3.1821
 -3.0354 -2.9059 -2.7839 -2.6615 -2.5626 -2.1912 -1.8697 -1.5868 -1.3458
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value =  B   
 -5.9394 -5.5189 -5.1432 -4.8081 -4.4882 -4.2014 -3.9485 -3.7239 -3.5227 -3.3405
 -3.1739 -3.0196 -2.8749 -2.7375 -2.6062 -2.3120 -2.0472 -1.7973 -1.5632
 -6.1573 -5.6055 -5.1551 -4.7962 -4.4604 -4.1719 -3.9207 -3.6877 -3.4734 -3.2869
 -3.1133 -2.9515 -2.8006 -2.6598 -2.5283 -2.2352 -1.9800 -1.7415 -1.5144 -1.2923
 -6.3404 -5.7501 -5.2490 -4.8285 -4.4761 -4.1559 -3.8881 -3.6483 -3.4251 -3.2369
 -3.0619 -2.8990 -2.7471 -2.6055 -2.4731 -2.1785 -1.9245 -1.6931 -1.4722 -1.2581
 -1.0531
 -6.2857 -5.8736 -5.3800 -4.9156 -4.5242 -4.1816 -3.8845 -3.6330 -3.4069 -3.2056
 -3.0288 -2.8642 -2.7108 -2.5675 -2.4336 -2.1355 -1.8807 -1.6521 -1.4366 -1.2295
 -1.0328 -0.8502
 -5.9398 -5.8120 -5.4693 -5.0310 -4.6053 -4.2411 -3.9160 -3.6421 -3.4056 -3.1916
 -3.0109 -2.8442 -2.6885 -2.5432 -2.4070 -2.1036 -1.8456 -1.6185 -1.4076 -1.2065
 -1.0166 -0.8414 -0.6831 -0.5416
 -5.7029 -5.4384 -5.3615 -5.0884 -4.7061 -4.3202 -3.9813 -3.6796 -3.4261 -3.2047
 -3.0078 -2.8377 -2.6794 -2.5314 -2.3926 -2.0824 -1.8190 -1.5911 -1.3837 -1.1879
 -1.0038 -0.8348 -0.6829 -0.5480 -0.4288 -0.3203 -0.2187 -0.1287 -0.0606 -0.0087
 -5.7861 -5.2818 -4.9932 -4.9252 -4.7305 -4.4077 -4.0632 -3.7496 -3.4718 -3.2340
 -3.0272 -2.8449 -2.6832 -2.5325 -2.3907 -2.0729 -1.8021 -1.5706 -1.3649 -1.1734
 -0.9943 -0.8304 -0.6841 -0.5550 -0.4410 -0.3402 -0.2501 -0.1658 -0.0918 -0.0390
 -0.0015
 -5.9962 -5.3761 -4.9130 -4.6122 -4.5018 -4.3885 -4.1332 -3.8332 -3.5459 -3.2889
 -3.0656 -2.8712 -2.7003 -2.5462 -2.4016 -2.0759 -1.7964 -1.5588 -1.3521 -1.1634
 -0.9885 -0.8289 -0.6870 -0.5629 -0.4543 -0.3589 -0.2754 -0.2016 -0.1342 -0.0759
 -0.0368
 -6.2926 -5.5802 -5.0167 -4.5874 -4.2873 -4.1243 -4.0358 -3.8686 -3.6206 -3.3615
 -3.1222 -2.9143 -2.7312 -2.5698 -2.4221 -2.0891 -1.8008 -1.5549 -1.3442 -1.1564
 -0.9843 -0.8281 -0.6899 -0.5700 -0.4662 -0.3758 -0.2976 -0.2301 -0.1720 -0.1212
 -0.0780
 -6.7019 -5.8857 -5.2265 -4.7089 -4.3083 -4.0146 -3.8204 -3.7015 -3.5910 -3.4206
 -3.2033 -2.9846 -2.7867 -2.6126 -2.4583 -2.1181 -1.8213 -1.5658 -1.3484 -1.1585
 -0.9878 -0.8338 -0.6981 -0.5810 -0.4808 -0.3947 -0.3210 -0.2582 -0.2058 -0.1625
 -0.1268
 -7.2657 -6.2926 -5.5171 -4.9197 -4.4414 -4.0660 -3.7811 -3.5748 -3.4285 -3.3133
 -3.1930 -3.0416 -2.8594 -2.6743 -2.5084 -2.1584 -1.8543 -1.5894 -1.3632 -1.1687
 -0.9969 -0.8438 -0.7093 -0.5938 -0.4961 -0.4132 -0.3434 -0.2849 -0.2367 -0.1986
 -0.1690
 -7.9838 -6.8009 -5.8885 -5.1971 -4.6525 -4.2085 -3.8553 -3.5797 -3.3701 -3.2106
 -3.0824 -2.9674 -2.8498 -2.7188 -2.5724 -2.2100 -1.8998 -1.6257 -1.3886
