 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F475W
 -5.0167 -4.8385 -5.0289 -4.9537 -4.7226 -4.3855 -3.9937 -3.7400 -3.5029 -3.2567
 -3.0229 -2.8050 -2.6017 -2.4108 -2.2279 -1.8255 -1.4211 -1.0530 -0.7962
 -4.8894 -4.5767 -4.3268 -4.1555 -4.0502 -3.9088 -3.6872 -3.4354 -3.1926 -2.9568
 -2.7315 -2.5213 -2.3274 -2.1482 -1.9804 -1.5984 -1.2607 -0.9793 -0.7629 -0.5964
 -4.5900 -4.2820 -4.0091 -3.7793 -3.5915 -3.4575 -3.3448 -3.1798 -2.9691 -2.7438
 -2.5275 -2.3244 -2.1378 -1.9674 -1.8111 -1.4689 -1.1768 -0.9315 -0.7391 -0.5894
 -0.4685
 -4.3440 -4.0656 -3.8013 -3.5644 -3.3554 -3.1697 -3.0102 -2.8827 -2.7481 -2.5738
 -2.3774 -2.1842 -2.0043 -1.8399 -1.6906 -1.3737 -1.1146 -0.8998 -0.7265 -0.5906
 -0.4798 -0.3852
 -4.1212 -3.8817 -3.6422 -3.4148 -3.2071 -3.0167 -2.8400 -2.6765 -2.5347 -2.3990
 -2.2507 -2.0838 -1.9149 -1.7560 -1.6112 -1.3090 -1.0709 -0.8772 -0.7210 -0.5969
 -0.4949 -0.4074 -0.3295 -0.2593
 -3.9149 -3.7087 -3.5023 -3.2948 -3.0969 -2.9119 -2.7380 -2.5725 -2.4158 -2.2684
 -2.1312 -1.9956 -1.8521 -1.7056 -1.5649 -1.2689 -1.0426 -0.8627 -0.7190 -0.6047
 -0.5110 -0.4305 -0.3585 -0.2925 -0.2284 -0.1681 -0.1147 -0.0703 -0.0369 -0.0154
 -3.7263 -3.5457 -3.3674 -3.1858 -3.0037 -2.8289 -2.6621 -2.5025 -2.3494 -2.2013
 -2.0594 -1.9253 -1.7966 -1.6686 -1.5405 -1.2496 -1.0265 -0.8541 -0.7180 -0.6111
 -0.5250 -0.4517 -0.3863 -0.3259 -0.2693 -0.2152 -0.1648 -0.1196 -0.0809 -0.0513
 -0.0378
 -3.5567 -3.3951 -3.2366 -3.0775 -2.9162 -2.7544 -2.5971 -2.4458 -2.2998 -2.1576
 -2.0193 -1.8860 -1.7587 -1.6375 -1.5200 -1.2461 -1.0216 -0.8507 -0.7180 -0.6150
 -0.5346 -0.4683 -0.4100 -0.3562 -0.3056 -0.2570 -0.2093 -0.1648 -0.1264 -0.0960
 -0.0751
 -3.4071 -3.2592 -3.1140 -2.9667 -2.8251 -2.6803 -2.5346 -2.3917 -2.2536 -2.1190
 -1.9869 -1.8581 -1.7341 -1.6152 -1.5015 -1.2417 -1.0224 -0.8505 -0.7180 -0.6160
 -0.5385 -0.4778 -0.4267 -0.3805 -0.3367 -0.2944 -0.2536 -0.2144 -0.1789 -0.1472
 -0.1191
 -3.2789 -3.1405 -3.0038 -2.8689 -2.7356 -2.6041 -2.4734 -2.3413 -2.2110 -2.0840
 -1.9596 -1.8373 -1.7179 -1.6026 -1.4920 -1.2397 -1.0263 -0.8547 -0.7213 -0.6185
