 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F814W
 -0.2462 -0.2421 -0.4275 -0.4404 -0.3704 -0.2518 -0.1026 -0.0053  0.0818  0.1743
  0.2636  0.3485  0.4274  0.4985  0.5591  0.6856  0.7288  0.7085  0.7040
 -0.2486 -0.1842 -0.1337 -0.1113 -0.1178 -0.1000 -0.0356  0.0475  0.1304  0.2117
  0.2910  0.3661  0.4349  0.4961  0.5489  0.6442  0.6916  0.7023  0.6923  0.6714
 -0.1277 -0.0699 -0.0129  0.0369  0.0739  0.0858  0.0862  0.1132  0.1695  0.2392
  0.3090  0.3767  0.4393  0.4951  0.5431  0.6300  0.6738  0.6826  0.6715  0.6508
  0.6241
 -0.0159  0.0262  0.0750  0.1245  0.1699  0.2090  0.2362  0.2454  0.2550  0.2844
  0.3325  0.3884  0.4438  0.4944  0.5383  0.6182  0.6593  0.6669  0.6546  0.6335
  0.6074  0.5776
  0.0985  0.1216  0.1556  0.1962  0.2380  0.2777  0.3139  0.3449  0.3648  0.3786
  0.3946  0.4217  0.4583  0.4991  0.5379  0.6108  0.6494  0.6558  0.6422  0.6195
  0.5929  0.5634  0.5311  0.4957
  0.2160  0.2237  0.2407  0.2674  0.2999  0.3344  0.3679  0.3997  0.4291  0.4545
  0.4731  0.4877  0.5044  0.5255  0.5497  0.6095  0.6452  0.6508  0.6356  0.6097
  0.5811  0.5507  0.5183  0.4838  0.4471  0.4076  0.3650  0.3189  0.2691  0.2155
  0.3337  0.3305  0.3338  0.3463  0.3660  0.3908  0.4181  0.4455  0.4722  0.4982
  0.5222  0.5420  0.5574  0.5705  0.5838  0.6185  0.6473  0.6535  0.6359  0.6060
  0.5734  0.5405  0.5068  0.4719  0.4358  0.3992  0.3604  0.3178  0.2698  0.2164
  0.1609
  0.4486  0.4382  0.4326  0.4339  0.4415  0.4544  0.4719  0.4922  0.5135  0.5352
  0.5565  0.5764  0.5939  0.6080  0.6194  0.6411  0.6569  0.6603  0.6425  0.6095
  0.5719  0.5346  0.4980  0.4614  0.4244  0.3869  0.3492  0.3097  0.2663  0.2177
  0.1629
  0.5579  0.5432  0.5325  0.5269  0.5250  0.5280  0.5348  0.5454  0.5588  0.5744
  0.5907  0.6067  0.6219  0.6354  0.6468  0.6657  0.6736  0.6712  0.6536  0.6191
  0.5772  0.5344  0.4932  0.4532  0.4140  0.3752  0.3361  0.2964  0.2544  0.2100
  0.1634
  0.6585  0.6417  0.6285  0.6186  0.6118  0.6076  0.6061  0.6076  0.6117  0.6190
  0.6285  0.6391  0.6498  0.6600  0.6693  0.6861  0.6914  0.6854  0.6669  0.6333
  0.5895  0.5424  0.4959  0.4512  0.4083  0.3668  0.3260  0.2857  0.2450  0.2033
  0.1595
  0.7489  0.7330  0.7194  0.7076  0.6977  0.6894  0.6825  0.6771  0.6735  0.6721
  0.6735  0.6770  0.6820  0.6875  0.6929  0.7038  0.7075  0.6996  0.6798  0.6478
  0.6047  0.5560  0.5056  0.4560  0.4084  0.3629  0.3190  0.2765  0.2347  0.1930
  0.1505
  0.8320  0.8266  0.8164  0.8033  0.7888  0.7744  0.7611  0.7498  0.7404  0.7328
  0.7268  0.7225  0.7203  0.7198  0.7204  0.7222  0.7219  0.7132  0.6926
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F814W
 -0.5265 -0.5368 -0.5118 -0.4098 -0.2830 -0.1595 -0.0544  0.0343  0.1164  0.1953
  0.2706  0.3424  0.4102  0.4735  0.5311  0.6498  0.7139  0.7283  0.7221
 -0.3538 -0.2915 -0.2754 -0.2836 -0.2270 -0.1264 -0.0243  0.0635  0.1418  0.2157
  0.2859  0.3528  0.4160  0.4744  0.5273  0.6293  0.6883  0.7084  0.7018  0.6818
 -0.2466 -0.1728 -0.1091 -0.0688 -0.0686 -0.0583  0.0055  0.0872  0.1622  0.2312
  0.2966  0.3589  0.4177  0.4722  0.5211  0.6151  0.6696  0.6891  0.6824  0.6624
  0.6358
 -0.1535 -0.0900 -0.0233  0.0400  0.0884  0.1113  0.1119  0.1320  0.1859  0.2476
  0.3075  0.3651  0.4198  0.4706  0.5163  0.6037  0.6546  0.6735  0.6671  0.6468
  0.6204  0.5901
 -0.0595 -0.0125  0.0440  0.1029  0.1577  0.2057  0.2414  0.2598  0.2651  0.2863
  0.3270  0.3757  0.4251  0.4721  0.5147  0.5963  0.6440  0.6623  0.6558  0.6347
  0.6075  0.5772  0.5440  0.5070
  0.0374  0.0704  0.1114  0.1604  0.2113  0.2592  0.3029  0.3411  0.3689  0.3830
  0.3932  0.4122  0.4425  0.4799  0.5180  0.5938  0.6384  0.6559  0.6492  0.6265
  0.5974  0.5658  0.5324  0.4969  0.4598  0.4201  0.3768  0.3290  0.2767  0.2222
  0.1423  0.1611  0.1873  0.2219  0.2630  0.3057  0.3466  0.3849  0.4200  0.4498
  0.4719  0.4858  0.4979  0.5140  0.5354  0.5965  0.6377  0.6543  0.6476  0.6233
  0.5911  0.5570  0.5221  0.4861  0.4488  0.4103  0.3696  0.3256  0.2774  0.2245
  0.1673
  0.2475  0.2587  0.2718  0.2934  0.3212  0.3545  0.3894  0.4235  0.4558  0.4865
  0.5144  0.5379  0.5554  0.5678  0.5789  0.6102  0.6423  0.6573  0.6509  0.6257
  0.5901  0.5522  0.5144  0.4766  0.4385  0.4007  0.3619  0.3204  0.2751  0.2249
  0.1693
  0.3484  0.3563  0.3628  0.3742  0.3909  0.4122  0.4376  0.4652  0.4926  0.5192
  0.5449  0.5690  0.5903  0.6075  0.6202  0.6402  0.6555  0.6649  0.6581  0.6330
  0.5949  0.5525  0.5104  0.4693  0.4290  0.3889  0.3485  0.3064  0.2626  0.2172
  0.1704
  0.4398  0.4472  0.4522  0.4597  0.4680  0.4799  0.4948  0.5131  0.5334  0.5545
  0.5754  0.5957  0.6151  0.6326  0.6473  0.6688  0.6767  0.6775  0.6686  0.6443
