 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F438W
 -7.1326 -6.8945 -6.9755 -6.8492 -6.6696 -6.2892 -5.7189 -5.3803 -5.0594 -4.7354
 -4.4312 -4.1466 -3.8746 -3.6095 -3.3504 -2.7838 -2.1765 -1.6263 -1.2388
 -6.8714 -6.4416 -6.1114 -5.8878 -5.7463 -5.5693 -5.2975 -4.9703 -4.6402 -4.3230
 -4.0207 -3.7363 -3.4697 -3.2188 -2.9808 -2.4283 -1.9261 -1.5018 -1.1778 -0.9327
 -6.4726 -6.0408 -5.6747 -5.3758 -5.1328 -4.9541 -4.8017 -4.5880 -4.3116 -4.0113
 -3.7187 -3.4405 -3.1815 -2.9415 -2.7190 -2.2246 -1.7914 -1.4193 -1.1291 -0.9087
 -0.7340
 -6.1513 -5.7488 -5.3841 -5.0691 -4.7952 -4.5486 -4.3316 -4.1537 -3.9690 -3.7374
 -3.4772 -3.2163 -2.9671 -2.7360 -2.5248 -2.0715 -1.6909 -1.3651 -1.1007 -0.8994
 -0.7397 -0.6054
 -5.8683 -5.5068 -5.1636 -4.8521 -4.5756 -4.3220 -4.0815 -3.8555 -3.6577 -3.4700
 -3.2692 -3.0450 -2.8159 -2.5960 -2.3926 -1.9656 -1.6209 -1.3279 -1.0873 -0.9005
 -0.7527 -0.6285 -0.5192 -0.4206
 -5.6132 -5.2893 -4.9785 -4.6821 -4.4110 -4.1631 -3.9283 -3.7004 -3.4821 -3.2775
 -3.0885 -2.9025 -2.7067 -2.5063 -2.3125 -1.8996 -1.5768 -1.3069 -1.0840 -0.9078
 -0.7694 -0.6541 -0.5527 -0.4604 -0.3704 -0.2848 -0.2073 -0.1408 -0.0874 -0.0485
 -5.3852 -5.0934 -4.8129 -4.5398 -4.2789 -4.0382 -3.8127 -3.5957 -3.3840 -3.1777
 -2.9809 -2.7954 -2.6180 -2.4422 -2.2668 -1.8666 -1.5532 -1.2994 -1.0872 -0.9180
 -0.7864 -0.6791 -0.5856 -0.5003 -0.4210 -0.3468 -0.2773 -0.2124 -0.1519 -0.0995
 -0.0699
 -5.1835 -4.9186 -4.6631 -4.4140 -4.1704 -3.9363 -3.7173 -3.5112 -3.3119 -3.1154
 -2.9229 -2.7371 -2.5603 -2.3929 -2.2320 -1.8572 -1.5460 -1.2996 -1.0950 -0.9294
 -0.8015 -0.7005 -0.6147 -0.5371 -0.4650 -0.3966 -0.3308 -0.2691 -0.2132 -0.1645
 -0.1238
 -5.0072 -4.7648 -4.5294 -4.2975 -4.0733 -3.8526 -3.6390 -3.4371 -3.2470 -3.0625
 -2.8799 -2.7004 -2.5266 -2.3609 -2.2041 -1.8494 -1.5469 -1.3023 -1.1034 -0.9398
 -0.8130 -0.7158 -0.6367 -0.5673 -0.5031 -0.4421 -0.3838 -0.3284 -0.2772 -0.2302
 -0.1870
 -4.8556 -4.6317 -4.4126 -4.1982 -3.9881 -3.7822 -3.5803 -3.3833 -3.1957 -3.0183
 -2.8465 -2.6769 -2.5097 -2.3485 -2.1947 -1.8466 -1.5535 -1.3115 -1.1147 -0.9531
 -0.8255 -0.7286 -0.6535 -0.5910 -0.5350 -0.4823 -0.4318 -0.3831 -0.3364 -0.2925
 -0.2522
 -4.7243 -4.5125 -4.3057 -4.1036 -3.9061 -3.7128 -3.5237 -3.3382 -3.1561 -2.9809
 -2.8143 -2.6534 -2.4953 -2.3397 -2.1886 -1.8459 -1.5588 -1.3197 -1.1239 -0.9648
 -0.8371 -0.7392 -0.6651 -0.6070 -0.5580 -0.5136 -0.4717 -0.4310 -0.3915 -0.3535
 -0.3177
 -4.5984 -4.3804 -4.1782 -3.9880 -3.8061 -3.6296 -3.4559 -3.2836 -3.1135 -2.9469
 -2.7849 -2.6283 -2.4771 -2.3294 -2.1845 -1.8473 -1.5622 -1.3267 -1.1324
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F438W
 -7.4599 -7.2493 -7.0127 -6.6594 -6.2409 -5.7864 -5.3648 -5.0068 -4.6816 -4.3794
 -4.0954 -3.8322 -3.5879 -3.3576 -3.1376 -2.6347 -2.1348 -1.6664 -1.2892
 -6.8260 -6.4432 -6.2266 -6.0891 -5.8380 -5.4788 -5.0810 -4.7067 -4.3727 -4.0659
 -3.7795 -3.5161 -3.2743 -3.0506 -2.8412 -2.3643 -1.9322 -1.5407 -1.2131 -0.9565
 -6.4595 -6.0281 -5.6945 -5.4534 -5.3061 -5.1339 -4.8362 -4.4845 -4.1445 -3.8357
 -3.5483 -3.2844 -3.0440 -2.8243 -2.6218 -2.1762 -1.7925 -1.4522 -1.1616 -0.9295
 -0.7459
 -6.2026 -5.7744 -5.4119 -5.1057 -4.8550 -4.6608 -4.4998 -4.2779 -3.9781 -3.6758
 -3.3915 -3.1278 -2.8877 -2.6697 -2.4710 -2.0447 -1.6934 -1.3911 -1.1305 -0.9179
 -0.7486 -0.6086
 -6.0016 -5.5946 -5.2295 -4.9165 -4.6457 -4.3967 -4.1692 -3.9692 -3.7829 -3.5484
