 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F625W
 -2.1236 -2.0633 -2.2541 -2.1835 -2.0042 -1.7636 -1.5049 -1.3338 -1.1848 -1.0346
 -0.8950 -0.7662 -0.6494 -0.5425 -0.4449 -0.2430 -0.0713  0.0717  0.1371
 -2.1332 -1.9271 -1.7585 -1.6455 -1.5841 -1.4930 -1.3442 -1.1836 -1.0384 -0.9037
 -0.7773 -0.6603 -0.5532 -0.4556 -0.3666 -0.1784 -0.0360  0.0629  0.1274  0.1696
 -1.9544 -1.7540 -1.5697 -1.4114 -1.2859 -1.2065 -1.1481 -1.0552 -0.9345 -0.8087
 -0.6933 -0.5869 -0.4894 -0.4005 -0.3198 -0.1508 -0.0256  0.0603  0.1168  0.1546
  0.1802
 -1.8108 -1.6316 -1.4551 -1.2915 -1.1482 -1.0284 -0.9360 -0.8734 -0.8122 -0.7285
 -0.6297 -0.5327 -0.4439 -0.3627 -0.2886 -0.1332 -0.0194  0.0566  0.1063  0.1400
  0.1636  0.1800
 -1.6827 -1.5289 -1.3700 -1.2140 -1.0693 -0.9419 -0.8339 -0.7441 -0.6767 -0.6194
 -0.5578 -0.4841 -0.4066 -0.3327 -0.2650 -0.1209 -0.0148  0.0543  0.0979  0.1269
  0.1478  0.1627  0.1728  0.1783
 -1.5664 -1.4321 -1.2952 -1.1534 -1.0153 -0.8873 -0.7750 -0.6795 -0.5995 -0.5327
 -0.4757 -0.4216 -0.3635 -0.3021 -0.2418 -0.1099 -0.0095  0.0554  0.0940  0.1172
  0.1339  0.1462  0.1547  0.1600  0.1627  0.1617  0.1558  0.1441  0.1260  0.1011
 -1.4632 -1.3418 -1.2219 -1.0972 -0.9704 -0.8476 -0.7345 -0.6356 -0.5529 -0.4832
 -0.4224 -0.3675 -0.3162 -0.2657 -0.2148 -0.0964 -0.0023  0.0615  0.0960  0.1134
  0.1243  0.1322  0.1377  0.1411  0.1425  0.1437  0.1421  0.1349  0.1195  0.0954
  0.0664
 -1.3744 -1.2603 -1.1500 -1.0390 -0.9261 -0.8129 -0.7036 -0.6033 -0.5170 -0.4452
 -0.3846 -0.3307 -0.2801 -0.2324 -0.1864 -0.0801  0.0071  0.0692  0.1032  0.1167
  0.1213  0.1232  0.1241  0.1241  0.1229  0.1210  0.1194  0.1154  0.1058  0.0882
  0.0610
 -1.3014 -1.1905 -1.0839 -0.9771 -0.8768 -0.7750 -0.6739 -0.5765 -0.4880 -0.4124
