 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F390W
 -8.8319 -8.5634 -8.5839 -8.2787 -8.2029 -7.8542 -7.1320 -6.6764 -6.2783 -5.8874
 -5.5126 -5.1555 -4.8150 -4.4869 -4.1714 -3.4427 -2.6646 -1.9331 -1.4421
 -8.5082 -7.9582 -7.5628 -7.3092 -7.1521 -6.9660 -6.6825 -6.3073 -5.8943 -5.4955
 -5.1060 -4.7357 -4.3889 -4.0645 -3.7580 -3.0376 -2.3593 -1.7893 -1.3720 -1.0684
 -8.0744 -7.5088 -7.0599 -6.7187 -6.4546 -6.2625 -6.1015 -5.8818 -5.5721 -5.2056
 -4.8193 -4.4368 -4.0798 -3.7518 -3.4506 -2.7806 -2.1783 -1.6644 -1.2841 -1.0105
 -0.8039
 -7.7627 -7.2139 -6.7454 -6.3675 -6.0573 -5.7820 -5.5365 -5.3355 -5.1346 -4.8804
 -4.5647 -4.2113 -3.8533 -3.5204 -3.2205 -2.5848 -2.0427 -1.5826 -1.2245 -0.9726
 -0.7849 -0.6360
 -7.5181 -7.0019 -6.5353 -6.1368 -5.8044 -5.5105 -5.2282 -4.9552 -4.7128 -4.4888
 -4.2584 -3.9891 -3.6855 -3.3695 -3.0698 -2.4519 -1.9512 -1.5251 -1.1888 -0.9505
 -0.7762 -0.6396 -0.5265 -0.4288
 -7.3248 -6.8390 -6.3900 -5.9829 -5.6321 -5.3284 -5.0457 -4.7640 -4.4836 -4.2159
 -3.9738 -3.7445 -3.5037 -3.2452 -2.9790 -2.3762 -1.8998 -1.4973 -1.1742 -0.9409
 -0.7742 -0.6468 -0.5427 -0.4534 -0.3709 -0.2949 -0.2267 -0.1670 -0.1168 -0.0762
 -7.1804 -6.7194 -6.2916 -5.8866 -5.5207 -5.2027 -4.9173 -4.6450 -4.3705 -4.0921
 -3.8229 -3.5738 -3.3432 -3.1196 -2.8934 -2.3428 -1.8804 -1.4957 -1.1782 -0.9424
 -0.7765 -0.6547 -0.5579 -0.4762 -0.4046 -0.3403 -0.2818 -0.2279 -0.1774 -0.1324
 -0.1026
 -7.0825 -6.6413 -6.2291 -5.8355 -5.4651 -5.1275 -4.8284 -4.5582 -4.2976 -4.0323
 -3.7634 -3.5018 -3.2573 -3.0327 -2.8217 -2.3232 -1.8800 -1.5095 -1.1969 -0.9548
 -0.7830 -0.6616 -0.5697 -0.4945 -0.4302 -0.3728 -0.3199 -0.2715 -0.2283 -0.1906
 -0.1587
 -7.0285 -6.6027 -6.2009 -5.8178 -5.4500 -5.1049 -4.7871 -4.5011 -4.2414 -3.9904
 -3.7361 -3.4792 -3.2295 -2.9959 -2.7806 -2.3042 -1.8834 -1.5228 -1.2201 -0.9737
 -0.7932 -0.6667 -0.5760 -0.5061 -0.4482 -0.3980 -0.3533 -0.3126 -0.2757 -0.2424
 -0.2123
 -7.0161 -6.6019 -6.2077 -5.8320 -5.4734 -5.1305 -4.8040 -4.5002 -4.2231 -3.9702
 -3.7278 -3.4853 -3.2418 -3.0089 -2.7896 -2.3022 -1.8951 -1.5438 -1.2471 -1.0010
 -0.8120 -0.6766 -0.5816 -0.5127 -0.4594 -0.4155 -0.3777 -0.3441 -0.3136 -0.2858
 -0.2603
 -7.0408 -6.6344 -6.2468 -5.8767 -5.5228 -5.1837 -4.8586 -4.5474 -4.2541 -3.9832
 -3.7345 -3.4987 -3.2664 -3.0359 -2.8120 -2.3164 -1.9102 -1.5644 -1.2707 -1.0275
 -0.8342 -0.6907 -0.5882 -0.5158 -0.4636 -0.4239 -0.3922 -0.3653 -0.3417 -0.3207
