 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F555W
 -3.5731 -3.4965 -3.7145 -3.6355 -3.4088 -3.1133 -2.7915 -2.5693 -2.3681 -2.1647
 -1.9781 -1.8072 -1.6477 -1.4976 -1.3555 -1.0527 -0.7583 -0.5054 -0.3465
 -3.5658 -3.2952 -3.0827 -2.9390 -2.8536 -2.7326 -2.5399 -2.3264 -2.1268 -1.9387
 -1.7624 -1.5993 -1.4493 -1.3111 -1.1828 -0.8981 -0.6602 -0.4738 -0.3367 -0.2343
 -3.3177 -3.0480 -2.8159 -2.6222 -2.4649 -2.3554 -2.2648 -2.1284 -1.9563 -1.7775
 -1.6120 -1.4589 -1.3183 -1.1896 -1.0720 -0.8184 -0.6133 -0.4525 -0.3322 -0.2405
 -0.1677
 -3.1269 -2.8737 -2.6450 -2.4452 -2.2712 -2.1184 -1.9900 -1.8914 -1.7888 -1.6551
 -1.5054 -1.3609 -1.2283 -1.1070 -0.9963 -0.7625 -0.5797 -0.4394 -0.3324 -0.2499
 -0.1831 -0.1269
 -2.9705 -2.7379 -2.5204 -2.3244 -2.1508 -1.9950 -1.8537 -1.7266 -1.6207 -1.5221
 -1.4145 -1.2919 -1.1678 -1.0520 -0.9467 -0.7253 -0.5561 -0.4295 -0.3342 -0.2603
 -0.1994 -0.1473 -0.1018 -0.0621
 -2.8414 -2.6247 -2.4227 -2.2338 -2.0636 -1.9107 -1.7715 -1.6433 -1.5261 -1.4194
 -1.3218 -1.2255 -1.1227 -1.0170 -0.9154 -0.7015 -0.5399 -0.4213 -0.3345 -0.2690
 -0.2146 -0.1674 -0.1257 -0.0881 -0.0528 -0.0215  0.0039  0.0217  0.0307  0.0303
 -2.7379 -2.5316 -2.3412 -2.1622 -1.9959 -1.8460 -1.7102 -1.5854 -1.4707 -1.3638
 -1.2636 -1.1691 -1.0781 -0.9872 -0.8957 -0.6877 -0.5290 -0.4132 -0.3319 -0.2733
 -0.2261 -0.1850 -0.1481 -0.1143 -0.0831 -0.0525 -0.0250 -0.0037  0.0088  0.0112
  0.0044
 -2.6583 -2.4576 -2.2733 -2.1019 -1.9421 -1.7943 -1.6603 -1.5388 -1.4273 -1.3236
 -1.2263 -1.1338 -1.0450 -0.9596 -0.8762 -0.6817 -0.5234 -0.4075 -0.3270 -0.2721
 -0.2314 -0.1973 -0.1665 -0.1378 -0.1110 -0.0853 -0.0593 -0.0361 -0.0191 -0.0114
 -0.0146
 -2.6008 -2.4019 -2.2194 -2.0484 -1.8948 -1.7510 -1.6182 -1.4974 -1.3882 -1.2874
 -1.1931 -1.1042 -1.0192 -0.9370 -0.8574 -0.6738 -0.5202 -0.4036 -0.3210 -0.2665
 -0.2297 -0.2019 -0.1782 -0.1561 -0.1349 -0.1140 -0.0937 -0.0744 -0.0585 -0.0463
 -0.0374
