 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F547M
 -3.1981 -2.9392 -2.8680 -2.6735 -2.3690 -2.0955 -1.8658 -1.6705 -1.5040 -1.3576
 -1.2254 -1.1019 -0.9858 -0.8778 -0.7783 -0.5718 -0.4176 -0.2994 -0.2044 -0.1257
 -0.0604 -0.0072  0.0358  0.0710
 -3.2482 -2.8760 -2.6254 -2.5102 -2.3952 -2.1418 -1.8944 -1.6853 -1.5088 -1.3580
 -1.2250 -1.1034 -0.9893 -0.8826 -0.7836 -0.5753 -0.4186 -0.2994 -0.2050 -0.1281
 -0.0652 -0.0144  0.0261  0.0589  0.0863  0.1075  0.1213  0.1274  0.1261  0.1185
 -3.3855 -2.9275 -2.5960 -2.3557 -2.2010 -2.1032 -1.9353 -1.7181 -1.5272 -1.3666
 -1.2293 -1.1079 -0.9958 -0.8907 -0.7926 -0.5830 -0.4234 -0.3020 -0.2070 -0.1309
 -0.0696 -0.0209  0.0173  0.0475  0.0722  0.0928  0.1079  0.1161  0.1166  0.1102
  0.0973
 -3.6083 -3.0597 -2.6532 -2.3520 -2.1247 -1.9558 -1.8317 -1.7175 -1.5607 -1.3890
 -1.2410 -1.1156 -1.0043 -0.9009 -0.8040 -0.5941 -0.4316 -0.3072 -0.2103 -0.1339
 -0.0734 -0.0262  0.0099  0.0373  0.0592  0.0768  0.0908  0.1000  0.1031  0.0992
  0.0877
 -3.8960 -3.2715 -2.7821 -2.4144 -2.1376 -1.9247 -1.7570 -1.6196 -1.5030 -1.3894
 -1.2606 -1.1273 -1.0128 -0.9107 -0.8153 -0.6059 -0.4411 -0.3136 -0.2140 -0.1361
 -0.0756 -0.0295  0.0048  0.0297  0.0483  0.0626  0.0734  0.0808  0.0848  0.0836
  0.0755
 -4.1950 -3.5371 -2.9929 -2.5513 -2.2133 -1.9561 -1.7561 -1.5946 -1.4580 -1.3378
 -1.2300 -1.1274 -1.0231 -0.9223 -0.8296 -0.6218 -0.4547 -0.3242 -0.2212 -0.1405
 -0.0786 -0.0324  0.0009  0.0238  0.0394  0.0501  0.0574  0.0620  0.0640  0.0625
  0.0577
 -4.5557 -3.8504 -3.2554 -2.7601 -2.3570 -2.0429 -1.8010 -1.6114 -1.4572 -1.3256
 -1.2088 -1.1037 -1.0080 -0.9185 -0.8349 -0.6380 -0.4699 -0.3367 -0.2306 -0.1463
 -0.0819 -0.0344 -0.0012  0.0205  0.0337  0.0410  0.0444  0.0453  0.0441  0.0409
  0.0360
 -4.9780 -4.2114 -3.5419 -3.0164 -2.5656 -2.1950 -1.9004 -1.6698 -1.4879 -1.3395
 -1.2134 -1.1023 -1.0022 -0.9113 -0.8312 -0.6545 -0.4867 -0.3511 -0.2422
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value = F547M
 -3.4559 -3.1044 -2.8098 -2.5666 -2.3215 -2.1088 -1.9193 -1.7469 -1.5893 -1.4439
 -1.3084 -1.1803 -1.0605 -0.9504 -0.8498 -0.6358 -0.4652 -0.3318 -0.2196
 -3.5576 -3.1391 -2.7979 -2.5264 -2.2873 -2.0668 -1.8735 -1.6999 -1.5398 -1.3980
 -1.2636 -1.1367 -1.0182 -0.9087 -0.8088 -0.6008 -0.4414 -0.3144 -0.2087 -0.1180
 -3.6488 -3.2263 -2.8406 -2.5308 -2.2798 -2.0494 -1.8480 -1.6727 -1.5123 -1.3711
 -1.2386 -1.1134 -0.9962 -0.8875 -0.7880 -0.5813 -0.4249 -0.3022 -0.2013 -0.1155
 -0.0420
 -3.3434 -3.2835 -2.9211 -2.5756 -2.2904 -2.0525 -1.8407 -1.6593 -1.4997 -1.3562
 -1.2255 -1.1024 -0.9865 -0.8786 -0.7793 -0.5717 -0.4157 -0.2952 -0.1974 -0.1150
 -0.0452  0.0131
 -3.2090 -3.0568 -2.9523 -2.6452 -2.3339 -2.0713 -1.8504 -1.6585 -1.4945 -1.3497
 -1.2197 -1.0985 -0.9844 -0.8776 -0.7785 -0.5695 -0.4120 -0.2919 -0.1957 -0.1161
 -0.0490  0.0066  0.0517  0.0881
 -3.2330 -2.8842 -2.7021 -2.6317 -2.3925 -2.1142 -1.8735 -1.6708 -1.4985 -1.3500
 -1.2186 -1.0991 -0.9868 -0.8814 -0.7831 -0.5728 -0.4128 -0.2917 -0.1963 -0.1182
 -0.0532  0.0001  0.0430  0.0774  0.1051  0.1270  0.1409  0.1455  0.1436  0.1347
 -3.3671 -2.9147 -2.6004 -2.3988 -2.3062 -2.1572 -1.9177 -1.6984 -1.5141 -1.3570
 -1.2223 -1.1025 -0.9921 -0.8884 -0.7911 -0.5803 -0.4175 -0.2941 -0.1982 -0.1208
 -0.0575 -0.0060  0.0350  0.0673  0.0931  0.1137  0.1286  0.1367  0.1360  0.1287
  0.1146
 -3.6090 -3.0413 -2.6416 -2.3525 -2.1471 -2.0154 -1.9111 -1.7408 -1.5457 -1.3758
 -1.2324 -1.1092 -0.9995 -0.8975 -0.8016 -0.5912 -0.4257 -0.2994 -0.2017 -0.1240
 -0.0614 -0.0113  0.0279  0.0582  0.0817  0.1002  0.1140  0.1230  0.1254  0.1198
  0.1073
 -3.9175 -3.2642 -2.7644 -2.4029 -2.1353 -1.9353 -1.7857 -1.6692 -1.5527 -1.4055
 -1.2519 -1.1196 -1.0073 -0.9064 -0.8120 -0.6030 -0.4355 -0.3062 -0.2059 -0.1267
 -0.0640 -0.0148  0.0230  0.0512  0.0723  0.0881  0.0997  0.1071  0.1100  0.1074
  0.0972
 -4.3465 -3.5830 -2.9845 -2.5347 -2.2014 -1.9514 -1.7598 -1.6080 -1.4817 -1.3702
 -1.2598 -1.1413 -1.0221 -0.9194 -0.8265 -0.6193 -0.4499 -0.3175 -0.2140 -0.1321
 -0.0680 -0.0185  0.0185  0.0453  0.0641  0.0772  0.0858  0.0909  0.0924  0.0912
  0.0828
 -4.9118 -3.9977 -3.2846 -2.7526 -2.3414 -2.0304 -1.7943 -1.6108 -1.4628 -1.3367
 -1.2250 -1.1230 -1.0254 -0.9288 -0.8383 -0.6369 -0.4665 -0.3313 -0.2246 -0.1395
 -0.0728 -0.0220  0.0153  0.0413  0.0584  0.0689  0.0744  0.0763  0.0751  0.0711
  0.0637
 -5.6134 -4.5083 -3.6143 -3.0375 -2.5598 -2.1805 -1.8872 -1.6614 -1.4844 -1.3407
 -1.2185 -1.1103 -1.0125 -0.9227 -0.8474 -0.6558 -0.4853 -0.3476 -0.2377
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value = F547M
 -3.3712 -3.0491 -2.7732 -2.5391 -2.2943 -2.0905 -1.9077 -1.7372 -1.5796 -1.4354
 -1.3033 -1.1783 -1.0608 -0.9522 -0.8521 -0.6361 -0.4632 -0.3270 -0.2141
 -3.4596 -3.0729 -2.7555 -2.5006 -2.2652 -2.0512 -1.8620 -1.6885 -1.5320 -1.3916
 -1.2615 -1.1375 -1.0212 -0.9131 -0.8136 -0.6035 -0.4405 -0.3107 -0.2036 -0.1120
 -3.6085 -3.1579 -2.7895 -2.4980 -2.2590 -2.0342 -1.8381 -1.6646 -1.5051 -1.3668
 -1.2371 -1.1147 -0.9997 -0.8925 -0.7934 -0.5846 -0.4245 -0.2990 -0.1963 -0.1092
 -0.0344
 -3.5781 -3.2608 -2.8685 -2.5358 -2.2664 -2.0383 -1.8305 -1.6517 -1.4940 -1.3518
 -1.2236 -1.1029 -0.9892 -0.8828 -0.7841 -0.5749 -0.4152 -0.2918 -0.1922 -0.1082
 -0.0367  0.0237
 -3.2631 -3.1981 -2.9518 -2.6063 -2.3029 -2.0534 -1.8384 -1.6508 -1.4884 -1.3450
 -1.2169 -1.0979 -0.9858 -0.8806 -0.7824 -0.5719 -0.4109 -0.2880 -0.1903 -0.1088
 -0.0398  0.0181  0.0657  0.1038
 -3.2194 -2.9185 -2.8370 -2.6660 -2.3656 -2.0894 -1.8590 -1.6616 -1.4916 -1.3449
 -1.2148 -1.0971 -0.9868 -0.8830 -0.7856 -0.5745 -0.4110 -0.2871 -0.1901 -0.1104
 -0.0434  0.0124  0.0581  0.0946  0.1235  0.1455  0.1594  0.1639  0.1617  0.1517
 -3.3345 -2.9032 -2.6207 -2.4944 -2.3932 -2.1459 -1.8967 -1.6844 -1.5048 -1.3507
 -1.2177 -1.0993 -0.9906 -0.8885 -0.7924 -0.5814 -0.4153 -0.2891 -0.1915 -0.1127
 -0.0472  0.0069  0.0507  0.0856  0.1130  0.1344  0.1498  0.1574  0.1562  0.1482
  0.1328
 -3.5790 -3.0113 -2.6300 -2.3626 -2.1990 -2.1098 -1.9444 -1.7259 -1.5312 -1.3668
 -1.2263 -1.1049 -0.9965 -0.8960 -0.8014 -0.5916 -0.4232 -0.2941 -0.1948 -0.1157
 -0.0511  0.0017  0.0440  0.0772  0.1029  0.1228  0.1379  0.1469  0.1483  0.1416
  0.1282
 -3.8833 -3.2296 -2.7373 -2.3903 -2.1379 -1.9605 -1.8431 -1.7326 -1.5699 -1.3944
 -1.2420 -1.1137 -1.0030 -0.9034 -0.8102 -0.6026 -0.4327 -0.3008 -0.1991 -0.1186
 -0.0540 -0.0019  0.0391  0.0707  0.0946  0.1124  0.1252  0.1332  0.1361  0.1323
  0.1205
 -4.3975 -3.5746 -2.9517 -2.5089 -2.1874 -1.9489 -1.7706 -1.6354 -1.5246 -1.4097
 -1.2748 -1.1368 -1.0177 -0.9157 -0.8236 -0.6182 -0.4473 -0.3124 -0.2075 -0.1246
 -0.0586 -0.0063  0.0342  0.0647  0.0869  0.1027  0.1133  0.1195  0.1213  0.1181
  0.1095
 -5.0653 -4.0463 -3.2736 -2.7227 -2.3160 -2.0149 -1.7881 -1.6137 -1.4752 -1.3581
 -1.2522 -1.1471 -1.0382 -0.9309 -0.8378 -0.6358 -0.4645 -0.3269 -0.2189 -0.1329
 -0.0646 -0.0110  0.0299  0.0600  0.0810  0.0949  0.1031  0.1068  0.1066  0.1024
  0.0939
 -5.8867 -4.6447 -3.6569 -3.0281 -2.5327 -2.1552 -1.8700 -1.6522 -1.4825 -1.3452
 -1.2286 -1.1248 -1.0290 -0.9373 -0.8528 -0.6554 -0.4843 -0.3443 -0.2333
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value = F547M
 -3.3046 -3.0227 -2.7630 -2.5235 -2.2833 -2.0660 -1.8748 -1.7052 -1.5533 -1.4159
 -1.2900 -1.1731 -1.0633 -0.9585 -0.8584 -0.6424 -0.4665 -0.3248 -0.2105
 -3.3972 -3.0281 -2.7278 -2.4896 -2.2549 -2.0438 -1.8570 -1.6850 -1.5300 -1.3929
 -1.2644 -1.1431 -1.0290 -0.9225 -0.8237 -0.6121 -0.4455 -0.3115 -0.2022 -0.1090
 -3.5319 -3.0978 -2.7493 -2.4780 -2.2473 -2.0258 -1.8337 -1.6609 -1.5031 -1.3672
 -1.2399 -1.1201 -1.0073 -0.9017 -0.8037 -0.5937 -0.4301 -0.3011 -0.1958 -0.1065
 -0.0299
 -3.6242 -3.2128 -2.8190 -2.5034 -2.2526 -2.0286 -1.8245 -1.6481 -1.4914 -1.3511
 -1.2251 -1.1068 -0.9953 -0.8908 -0.7933 -0.5834 -0.4203 -0.2936 -0.1913 -0.1052
 -0.0315  0.0312
 -3.3996 -3.2634 -2.9180 -2.5680 -2.2780 -2.0443 -1.8315 -1.6462 -1.4856 -1.3426
 -1.2169 -1.1001 -0.9901 -0.8866 -0.7897 -0.5792 -0.4151 -0.2890 -0.1887 -0.1051
 -0.0338  0.0267  0.0769  0.1172
 -3.2182 -3.0134 -2.9344 -2.6495 -2.3365 -2.0700 -1.8514 -1.6555 -1.4883 -1.3429
 -1.2136 -1.0978 -0.9893 -0.8872 -0.7911 -0.5804 -0.4141 -0.2870 -0.1877 -0.1060
 -0.0368  0.0217  0.0703  0.1093  0.1402  0.1627  0.1763  0.1816  0.1795  0.1688
 -3.3003 -2.8989 -2.6778 -2.6145 -2.4011 -2.1249 -1.8808 -1.6773 -1.4999 -1.3477
 -1.2161 -1.0987 -0.9914 -0.8909 -0.7961 -0.5860 -0.4174 -0.2880 -0.1883 -0.1076
 -0.0401  0.0168  0.0636  0.1013  0.1309  0.1534  0.1691  0.1768  0.1760  0.1678
  0.1516
 -3.5194 -2.9800 -2.6231 -2.3931 -2.2974 -2.1676 -1.9337 -1.7117 -1.5232 -1.3620
 -1.2234 -1.1034 -0.9958 -0.8967 -0.8034 -0.5951 -0.4246 -0.2924 -0.1909 -0.1101
 -0.0436  0.0119  0.0574  0.0936  0.1219  0.1435  0.1590  0.1684  0.1704  0.1637
  0.1497
 -3.8112 -3.1796 -2.7081 -2.3807 -2.1523 -2.0163 -1.9223 -1.7564 -1.5596 -1.3846
 -1.2360 -1.1107 -1.0011 -0.9024 -0.8106 -0.6048 -0.4335 -0.2986 -0.1947 -0.1128
 -0.0464  0.0083  0.0526  0.0875  0.1144  0.1345  0.1488  0.1578  0.1611  0.1572
  0.1447
 -4.3743 -3.5298 -2.9058 -2.4803 -2.1752 -1.9531 -1.7969 -1.6875 -1.5762 -1.4267
 -1.2688 -1.1310 -1.0144 -0.9134 -0.8223 -0.6191 -0.4476 -0.3100 -0.2030 -0.1188
 -0.0512  0.0035  0.0473  0.0814  0.1071  0.1258  0.1385  0.1463  0.1492  0.1462
  0.1368
 -5.1029 -4.0306 -3.2320 -2.6798 -2.2876 -2.0003 -1.7858 -1.6246 -1.5008 -1.3950
 -1.2852 -1.1625 -1.0380 -0.9295 -0.8364 -0.6358 -0.4647 -0.3248 -0.2146 -0.1275
 -0.0578 -0.0019  0.0422  0.0761  0.1009  0.1184  0.1294  0.1354  0.1368  0.1332
  0.1245
 -5.9969 -4.6820 -3.6867 -2.9913 -2.4928 -2.1262 -1.8529 -1.6452 -1.4849 -1.3567
 -1.2479 -1.1483 -1.0498 -0.9499 -0.8529 -0.6549 -0.4848 -0.3430 -0.2295
