 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F390M
 -5.1562 -4.9755 -4.7996 -4.6268 -4.4558 -4.0326 -3.6084 -3.1784 -2.7424 -2.3053
 -1.8777
 -8.7251 -8.5369 -8.2554 -7.8723 -7.3135 -6.6492 -6.0728 -5.6693 -5.3811 -5.1518
 -4.9556 -4.7700 -4.5914 -4.4177 -4.2470 -3.8282 -3.4119 -2.9948 -2.5800 -2.1753
 -1.7863 -1.4198
 -8.4667 -7.8340 -7.6655 -7.4915 -7.1977 -6.7343 -6.1580 -5.6578 -5.3004 -5.0338
 -4.8191 -4.6260 -4.4423 -4.2655 -4.0930 -3.6750 -3.2651 -2.8592 -2.4615 -2.0808
 -1.7207 -1.3826 -1.0807 -0.8333
 -8.6981 -7.7169 -7.1426 -6.9305 -6.8323 -6.6178 -6.2504 -5.7672 -5.3230 -4.9956
 -4.7454 -4.5397 -4.3491 -4.1672 -3.9912 -3.5694 -3.1621 -2.7642 -2.3795 -2.0162
 -1.6771 -1.3611 -1.0759 -0.8378 -0.6497 -0.4973 -0.3664 -0.2500 -0.1456 -0.0576
 -9.2357 -7.9922 -7.1307 -6.5973 -6.3305 -6.2285 -6.1002 -5.8329 -5.4467 -5.0507
 -4.7441 -4.5074 -4.3067 -4.1188 -3.9384 -3.5094 -3.0999 -2.7055 -2.3295 -1.9783
 -1.6539 -1.3544 -1.0832 -0.8527 -0.6703 -0.5265 -0.4097 -0.3106 -0.2223 -0.1434
 -0.0761
 -9.9532 -8.5529 -7.4411 -6.6681 -6.1635 -5.8628 -5.7026 -5.6008 -5.4432 -5.1668
 -4.8275 -4.5366 -4.3095 -4.1133 -3.9281 -3.4913 -3.0770 -2.6812 -2.3089 -1.9649
 -1.6497 -1.3616 -1.1012 -0.8777 -0.6987 -0.5607 -0.4511 -0.3620 -0.2879 -0.2244
 -0.1681
-10.8746 -9.2818 -8.0008 -7.0010 -6.2934 -5.8118 -5.4954 -5.2898 -5.1508 -5.0316
 -4.8718 -4.6306 -4.3596 -4.1407 -3.9488 -3.5043 -3.0843 -2.6837 -2.3098 -1.9684
 -1.6584 -1.3771 -1.1250 -0.9072 -0.7313 -0.5968 -0.4942 -0.4132 -0.3469 -0.2925
 -0.2486
-11.2999 -9.9611 -8.7192 -7.5657 -6.6602 -6.0005 -5.5343 -5.2091 -4.9788 -4.8062
 -4.6680 -4.5417 -4.3977 -4.1994 -3.9995 -3.5484 -3.1242 -2.7194 -2.3414 -1.9983
 -1.6890 -1.4099 -1.1614 -0.9471 -0.7724 -0.6383 -0.5386 -0.4630 -0.4038 -0.3564
 -0.3191
-11.7846-10.5407 -9.3619 -8.2431 -7.2124 -6.3861 -5.7656 -5.3112 -4.9807 -4.7358
 -4.5452 -4.3886 -4.2542 -4.1305 -3.9882 -3.6031 -3.1836 -2.7754 -2.3929 -2.0458
 -1.7340 -1.4537 -1.2050 -0.9911 -0.8160 -0.6809 -0.5817 -0.5091 -0.4552 -0.4143
 -0.3826
-12.3288-11.0206 -9.8692 -8.8672 -7.8387 -6.9188 -6.1636 -5.5767 -5.1326 -4.7981
 -4.5428 -4.3410 -4.1737 -4.0296 -3.9149 -3.6684 -3.2625 -2.8517 -2.4643
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value = F390M
-11.0593 -9.7225 -8.6661 -7.8624 -7.2124 -6.8045 -6.5318 -6.3160 -6.1324 -5.9662
 -5.8056 -5.6449 -5.4845 -5.3241 -5.1637 -4.7632 -4.3378 -3.9098 -3.4527
-10.7560 -9.6606 -8.6671 -7.7662 -7.0600 -6.5600 -6.2364 -6.0037 -5.8030 -5.6352
 -5.4718 -5.3104 -5.1504 -4.9908 -4.8311 -4.4309 -4.0249 -3.6074 -3.1731 -2.7187
 -9.8801 -9.3460 -8.6584 -7.8213 -7.0542 -6.4396 -6.0309 -5.7569 -5.5369 -5.3606
 -5.1947 -5.0332 -4.8744 -4.7170 -4.5598 -4.1657 -3.7666 -3.3598 -2.9453 -2.5258
 -2.1080
 -8.8843 -8.7852 -8.3978 -7.8523 -7.1382 -6.4608 -5.9409 -5.5939 -5.3456 -5.1453
 -4.9737 -4.8101 -4.6511 -4.4950 -4.3400 -3.9535 -3.5629 -3.1670 -2.7693 -2.3765
 -1.9950 -1.6262
 -8.4673 -8.0596 -7.9026 -7.6211 -7.1864 -6.5820 -5.9890 -5.5376 -5.2283 -4.9963
 -4.8099 -4.6407 -4.4790 -4.3220 -4.1674 -3.7862 -3.4043 -3.0193 -2.6361 -2.2639
 -1.9089 -1.5701 -1.2532 -0.9766
 -8.5893 -7.6885 -7.2667 -7.1563 -6.9640 -6.6260 -6.1278 -5.6100 -5.2084 -4.9240
 -4.7048 -4.5252 -4.3580 -4.1975 -4.0414 -3.6613 -3.2853 -2.9100 -2.5394 -2.1829
 -1.8469 -1.5307 -1.2355 -0.9724 -0.7541 -0.5776 -0.4283 -0.2950 -0.1787 -0.0795
 -9.0799 -7.8740 -7.0776 -6.6439 -6.4991 -6.3881 -6.1430 -5.7520 -5.3098 -4.9392
 -4.6720 -4.4633 -4.2870 -4.1214 -3.9618 -3.5784 -3.2047 -2.8354 -2.4748 -2.1299
 -1.8079 -1.5076 -1.2296 -0.9794 -0.7694 -0.6016 -0.4659 -0.3519 -0.2517 -0.1632
 -0.0874
 -9.8536 -8.3937 -7.3166 -6.5963 -6.1595 -5.9472 -5.8512 -5.7054 -5.4270 -5.0633
 -4.7218 -4.4649 -4.2638 -4.0904 -3.9263 -3.5375 -3.1622 -2.7950 -2.4396 -2.1029
 -1.7901 -1.5011 -1.2354 -0.9963 -0.7928 -0.6303 -0.5028 -0.3998 -0.3146 -0.2421
 -0.1778
-10.8623 -9.1594 -7.8423 -6.8728 -6.2090 -5.7762 -5.5169 -5.3717 -5.2655 -5.1050
 -4.8437 -4.5390 -4.2914 -4.0962 -3.9257 -3.5307 -3.1523 -2.7829 -2.4275 -2.0942
 -1.7871 -1.5052 -1.2483 -1.0182 -0.8210 -0.6624 -0.5403 -0.4451 -0.3690 -0.3071
 -0.2573
-11.5822 -9.9871 -8.6054 -7.4168 -6.5313 -5.9071 -5.4783 -5.1927 -5.0032 -4.8695
 -4.7524 -4.6060 -4.3912 -4.1526 -3.9607 -3.5568 -3.1765 -2.8055 -2.4479 -2.1140
 -1.8084 -1.5295 -1.2770 -1.0522 -0.8591 -0.7023 -0.5824 -0.4918 -0.4223 -0.3664
 -0.3266
-12.6468-10.8768 -9.3855 -8.1460 -7.0776 -6.2615 -5.6676 -5.2426 -4.9421 -4.7270
 -4.5657 -4.4362 -4.3193 -4.1921 -4.0158 -3.6033 -3.2220 -2.8502 -2.4907 -2.1537
 -1.8462 -1.5669 -1.3151 -1.0922 -0.9009 -0.7448 -0.6250 -0.5363 -0.4712 -0.4229
 -0.3866
-14.0562-11.8285 -9.9364 -8.8317 -7.7605 -6.8026 -6.0469 -5.4790 -5.0575 -4.7467
 -4.5157 -4.3373 -4.1930 -4.0708 -4.0910 -3.6702 -3.2888 -2.9170 -2.5559
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value = F390M
-10.7656 -9.4326 -8.4205 -7.6974 -7.1104 -6.7659 -6.5251 -6.3290 -6.1618 -6.0101
 -5.8632 -5.7155 -5.5668 -5.4173 -5.2670 -4.8890 -4.4869 -4.0851 -3.6580
-10.8079 -9.4959 -8.4258 -7.5739 -6.9270 -6.4926 -6.2119 -6.0037 -5.8265 -5.6725
 -5.5280 -5.3815 -5.2350 -5.0877 -4.9396 -4.5647 -4.1817 -3.7879 -3.3785 -2.9505
-10.1214 -9.4152 -8.5188 -7.6046 -6.8809 -6.3311 -5.9777 -5.7381 -5.5438 -5.3886
 -5.2410 -5.0964 -4.9532 -4.8101 -4.6658 -4.2999 -3.9245 -3.5398 -3.1462 -2.7451
 -2.3413
 -9.3812 -8.9973 -8.4661 -7.7291 -6.9445 -6.3085 -5.8465 -5.5449 -5.3289 -5.1529
 -5.0023 -4.8576 -4.7161 -4.5759 -4.4356 -4.0804 -3.7153 -3.3409 -2.9611 -2.5816
 -2.2096 -1.8447
 -8.5679 -8.3523 -8.0925 -7.6891 -7.0827 -6.4066 -5.8435 -5.4486 -5.1795 -4.9760
 -4.8137 -4.6656 -4.5232 -4.3839 -4.2458 -3.8997 -3.5456 -3.1823 -2.8155 -2.4535
 -2.1048 -1.7691 -1.4464 -1.1458
 -8.4953 -7.7221 -7.5028 -7.3410 -7.0376 -6.5489 -5.9712 -5.4733 -5.1190 -4.8715
 -4.6791 -4.5223 -4.3759 -4.2347 -4.0965 -3.7557 -3.4109 -3.0591 -2.7046 -2.3568
 -2.0252 -1.7109 -1.4125 -1.1341 -0.8876 -0.6812 -0.5078 -0.3543 -0.2224 -0.1092
 -8.9094 -7.7666 -7.0656 -6.7920 -6.6937 -6.4786 -6.1015 -5.6184 -5.1758 -4.8475
 -4.6139 -4.4304 -4.2759 -4.1306 -3.9901 -3.6495 -3.3109 -2.9682 -2.6248 -2.2888
 -1.9698 -1.6709 -1.3904 -1.1299 -0.8972 -0.7014 -0.5419 -0.4084 -0.2919 -0.1909
 -0.1039
 -9.6785 -8.2152 -7.1991 -6.5518 -6.2201 -6.1077 -5.9812 -5.7133 -5.3298 -4.9379
 -4.6274 -4.4020 -4.2245 -4.0719 -3.9275 -3.5836 -3.2469 -2.9096 -2.5740 -2.2474
 -1.9379 -1.6495 -1.3818 -1.1350 -0.9138 -0.7260 -0.5744 -0.4523 -0.3521 -0.2673
 -0.1929
-10.7101 -8.9711 -7.6648 -6.7481 -6.1415 -5.7772 -5.5998 -5.5022 -5.3467 -5.0715
 -4.7385 -4.4452 -4.2262 -4.0533 -3.9026 -3.5533 -3.2157 -2.8795 -2.5470 -2.2253
 -1.9224 -1.6414 -1.3825 -1.1460 -0.9343 -0.7535 -0.6078 -0.4932 -0.4023 -0.3296
 -0.2710
-11.6859 -9.8967 -8.4267 -7.2447 -6.4017 -5.8234 -5.4426 -5.2105 -5.0734 -4.9653
 -4.8138 -4.5773 -4.3065 -4.0885 -3.9171 -3.5590 -3.2205 -2.8849 -2.5530 -2.2328
 -1.9331 -1.6561 -1.4020 -1.1714 -0.9661 -0.7900 -0.6476 -0.5370 -0.4525 -0.3870
 -0.3363
-13.0917-10.9920 -9.3045 -7.9887 -6.9149 -6.1308 -5.5735 -5.1847 -4.9219 -4.7444
 -4.6167 -4.5056 -4.3757 -4.1879 -3.9752 -3.5889 -3.2494 -2.9146 -2.5829 -2.2618
 -1.9617 -1.6856 -1.4332 -1.2050 -1.0030 -0.8298 -0.6889 -0.5803 -0.4993 -0.4395
 -0.3951
-14.9277-12.2570-10.0148 -8.7535 -7.6280 -6.6551 -5.9198 -5.3798 -4.9868 -4.7049
 -4.5022 -4.3511 -4.2312 -4.1249 -4.0769 -3.6430 -3.3024 -2.9686 -2.6367
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value = F390M
-10.3347 -9.1480 -8.2286 -7.5500 -7.0399 -6.6612 -6.3843 -6.1826 -6.0335 -5.9179
 -5.8196 -5.7248 -5.6219 -5.5011 -5.3600 -5.0022 -4.6184 -4.2127 -3.8157
-10.6854 -9.2630 -8.1874 -7.4241 -6.8306 -6.4469 -6.2011 -6.0148 -5.8547 -5.7165
 -5.5819 -5.4473 -5.3131 -5.1771 -5.0394 -4.6877 -4.3256 -3.9438 -3.5584 -3.1570
-10.5743 -9.3587 -8.3119 -7.4178 -6.7497 -6.2546 -5.9448 -5.7326 -5.5606 -5.4218
 -5.2890 -5.1586 -5.0286 -4.8979 -4.7658 -4.4262 -4.0737 -3.7093 -3.3357 -2.9537
 -2.5666
 -9.6775 -9.1681 -8.4266 -7.5445 -6.7807 -6.1895 -5.7797 -5.5153 -5.3249 -5.1700
 -5.0366 -4.9080 -4.7816 -4.6556 -4.5286 -4.2029 -3.8627 -3.5092 -3.1476 -2.7828
 -2.4215 -2.0646
 -8.8586 -8.6183 -8.2492 -7.6649 -6.9182 -6.2528 -5.7309 -5.3831 -5.1482 -4.9675
 -4.8274 -4.6974 -4.5717 -4.4481 -4.3247 -4.0114 -3.6844 -3.3435 -2.9941 -2.6443
 -2.3030 -1.9723 -1.6492 -1.3366
 -8.4496 -7.9013 -7.7515 -7.4866 -7.0298 -6.4045 -5.8184 -5.3580 -5.0507 -4.8349
 -4.6657 -4.5295 -4.4015 -4.2776 -4.1556 -3.8507 -3.5359 -3.2080 -2.8714 -2.5349
 -2.2091 -1.8981 -1.5992 -1.3131 -1.0469 -0.8103 -0.6076 -0.4307 -0.2790 -0.1483
 -8.7471 -7.6964 -7.1471 -7.0149 -6.8377 -6.4923 -5.9841 -5.4699 -5.0576 -4.7726
 -4.5695 -4.4085 -4.2740 -4.1472 -4.0242 -3.7230 -3.4175 -3.1011 -2.7771 -2.4527
 -2.1390 -1.8423 -1.5616 -1.2958 -1.0484 -0.8276 -0.6407 -0.4833 -0.3464 -0.2288
 -0.1279
 -9.4275 -8.0467 -7.1093 -6.5623 -6.3731 -6.2684 -6.0263 -5.6344 -5.1935 -4.8171
 -4.5452 -4.3489 -4.1930 -4.0599 -3.9339 -3.6318 -3.3315 -3.0239 -2.7099 -2.3958
 -2.0922 -1.8059 -1.5380 -1.2874 -1.0555 -0.8474 -0.6703 -0.5247 -0.4051 -0.3034
 -0.2156
-10.4330 -8.7423 -7.4938 -6.6433 -6.1066 -5.8415 -5.7395 -5.5993 -5.3230 -4.9620
 -4.6181 -4.3583 -4.1664 -4.0143 -3.8825 -3.5761 -3.2772 -2.9739 -2.6659 -2.3592
 -2.0631 -1.7843 -1.5252 -1.2854 -1.0655 -0.8682 -0.6996 -0.5619 -0.4515 -0.3637
 -0.2924
-11.6193 -9.7109 -8.2089 -7.0732 -6.2860 -5.7595 -5.4414 -5.2799 -5.1792 -5.0266
 -4.7716 -4.4737 -4.2170 -4.0246 -3.8734 -3.5584 -3.2597 -2.9591 -2.6548 -2.3523
 -2.0612 -1.7875 -1.5337 -1.3002 -1.0879 -0.8983 -0.7359 -0.6031 -0.4987 -0.4178
 -0.3557
-13.2589-10.9525 -9.1448 -7.7865 -6.7469 -6.0078 -5.4917 -5.1461 -4.9311 -4.7983
 -4.6923 -4.5567 -4.3498 -4.1078 -3.9125 -3.5688 -3.2690 -2.9703 -2.6685 -2.3679
 -2.0784 -1.8071 -1.5560 -1.3255 -1.1171 -0.9321 -0.7739 -0.6445 -0.5437 -0.4679
 -0.4115
-15.3516-12.4671-10.3015 -8.6657 -7.4511 -6.4939 -5.7941 -5.2873 -4.9272 -4.6794
 -4.5107 -4.3893 -4.2862 -4.1735 -3.9998 -3.6073 -3.3051 -3.0075 -2.7070
