 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F606W
 -2.5499 -2.4785 -2.6701 -2.6021 -2.4206 -2.1733 -1.9036 -1.7267 -1.5708 -1.4115
 -1.2619 -1.1232 -0.9952 -0.8775 -0.7688 -0.5405 -0.3369 -0.1555 -0.0607
 -2.5474 -2.3355 -2.1619 -2.0449 -1.9802 -1.8850 -1.7298 -1.5608 -1.4060 -1.2607
 -1.1230 -0.9945 -0.8761 -0.7677 -0.6681 -0.4526 -0.2812 -0.1535 -0.0635  0.0008
 -2.3594 -2.1527 -1.9624 -1.7986 -1.6678 -1.5835 -1.5198 -1.4196 -1.2893 -1.1524
 -1.0249 -0.9059 -0.7960 -0.6956 -0.6039 -0.4095 -0.2589 -0.1476 -0.0685 -0.0107
  0.0330
 -2.2068 -2.0218 -1.8392 -1.6698 -1.5207 -1.3948 -1.2956 -1.2262 -1.1568 -1.0624
 -0.9513 -0.8413 -0.7394 -0.6458 -0.5602 -0.3800 -0.2435 -0.1453 -0.0750 -0.0232
  0.0170  0.0490
 -2.0688 -1.9109 -1.7468 -1.5852 -1.4350 -1.3017 -1.1867 -1.0891 -1.0133 -0.9465
 -0.8737 -0.7872 -0.6963 -0.6094 -0.5294 -0.3598 -0.2324 -0.1432 -0.0809 -0.0351
  0.0011  0.0305  0.0547  0.0742
 -1.9417 -1.8051 -1.6647 -1.5184 -1.3753 -1.2421 -1.1237 -1.0206 -0.9319 -0.8553
 -0.7878 -0.7226 -0.6520 -0.5776 -0.5044 -0.3449 -0.2235 -0.1396 -0.0834 -0.0444
 -0.0133  0.0126  0.0343  0.0527  0.0689  0.0815  0.0890  0.0902  0.0842  0.0705
 -1.8273 -1.7050 -1.5836 -1.4559 -1.3252 -1.1981 -1.0798 -0.9744 -0.8836 -0.8044
 -0.7331 -0.6673 -0.6048 -0.5426 -0.4793 -0.3318 -0.2153 -0.1330 -0.0813 -0.0484
 -0.0236 -0.0027  0.0152  0.0308  0.0443  0.0576  0.0684  0.0734  0.0703  0.0581
  0.0393
 -1.7273 -1.6136 -1.5032 -1.3908 -1.2756 -1.1590 -1.0455 -0.9401 -0.8470 -0.7667
 -0.6961 -0.6313 -0.5696 -0.5107 -0.4534 -0.3190 -0.2074 -0.1262 -0.0751 -0.0460
 -0.0276 -0.0131 -0.0004  0.0111  0.0213  0.0307  0.0406  0.0480  0.0499  0.0434
  0.0270
 -1.6435 -1.5339 -1.4282 -1.3212 -1.2200 -1.1162 -1.0120 -0.9107 -0.8169 -0.7342
 -0.6627 -0.5996 -0.5410 -0.4847 -0.4300 -0.3040 -0.1985 -0.1191 -0.0666 -0.0383
 -0.0242 -0.0161 -0.0099 -0.0042  0.0013  0.0069  0.0121  0.0166  0.0181  0.0163
  0.0116
