 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F606W
 -2.5019 -2.4313 -2.6216 -2.5540 -2.3740 -2.1285 -1.8608 -1.6850 -1.5316 -1.3737
 -1.2256 -1.0887 -0.9627 -0.8465 -0.7392 -0.5162 -0.3165 -0.1395 -0.0479
 -2.5005 -2.2905 -2.1181 -2.0021 -1.9381 -1.8440 -1.6903 -1.5231 -1.3702 -1.2268
 -1.0908 -0.9639 -0.8472 -0.7403 -0.6421 -0.4302 -0.2624 -0.1380 -0.0506  0.0116
 -2.3151 -2.1103 -1.9214 -1.7587 -1.6290 -1.5457 -1.4832 -1.3845 -1.2561 -1.1210
 -0.9951 -0.8778 -0.7695 -0.6705 -0.5803 -0.3890 -0.2414 -0.1329 -0.0561 -0.0002
  0.0418
 -2.1644 -1.9815 -1.8004 -1.6321 -1.4840 -1.3592 -1.2613 -1.1931 -1.1252 -1.0325
 -0.9232 -0.8148 -0.7144 -0.6223 -0.5381 -0.3608 -0.2270 -0.1311 -0.0629 -0.0129
  0.0258  0.0564
 -2.0276 -1.8721 -1.7097 -1.5493 -1.4000 -1.2676 -1.1537 -1.0573 -0.9827 -0.9174
 -0.8462 -0.7613 -0.6721 -0.5867 -0.5081 -0.3415 -0.2165 -0.1294 -0.0690 -0.0249
  0.0099  0.0380  0.0611  0.0794
 -1.9011 -1.7672 -1.6287 -1.4838 -1.3417 -1.2092 -1.0916 -0.9896 -0.9021 -0.8267
 -0.7606 -0.6968 -0.6277 -0.5549 -0.4832 -0.3270 -0.2079 -0.1261 -0.0717 -0.0342
 -0.0044  0.0203  0.0408  0.0581  0.0732  0.0848  0.0914  0.0918  0.0850  0.0706
 -1.7867 -1.6674 -1.5481 -1.4222 -1.2926 -1.1662 -1.0486 -0.9440 -0.8542 -0.7761
 -0.7061 -0.6415 -0.5804 -0.5196 -0.4578 -0.3137 -0.1998 -0.1195 -0.0695 -0.0382
 -0.0147  0.0050  0.0218  0.0364  0.0490  0.0614  0.0712  0.0753  0.0715  0.0587
  0.0393
 -1.6862 -1.5758 -1.4677 -1.3573 -1.2435 -1.1279 -1.0151 -0.9102 -0.8179 -0.7385
 -0.6690 -0.6054 -0.5450 -0.4875 -0.4316 -0.3004 -0.1917 -0.1126 -0.0633 -0.0358
 -0.0186 -0.0052  0.0064  0.0169  0.0262  0.0347  0.0437  0.0504  0.0515  0.0444
  0.0275
 -1.6015 -1.4954 -1.3924 -1.2873 -1.1879 -1.0855 -0.9822 -0.8814 -0.7882 -0.7062
 -0.6357 -0.5736 -0.5162 -0.4612 -0.4079 -0.2851 -0.1824 -0.1053 -0.0546 -0.0279
 -0.0152 -0.0082 -0.0030  0.0017  0.0064  0.0112  0.0156  0.0194  0.0203  0.0179
  0.0125
 -1.5345 -1.4294 -1.3275 -1.2284 -1.1321 -1.0384 -0.9464 -0.8541 -0.7643 -0.6811
 -0.6079 -0.5449 -0.4892 -0.4367 -0.3866 -0.2717 -0.1735 -0.0982 -0.0469 -0.0184
 -0.0066 -0.0038 -0.0047 -0.0065 -0.0079 -0.0084 -0.0084 -0.0080 -0.0077 -0.0087
 -0.0107
 -1.4817 -1.3734 -1.2704 -1.1723 -1.0786 -0.9891 -0.9034 -0.8206 -0.7383 -0.6585
 -0.5844 -0.5188 -0.4621 -0.4121 -0.3658 -0.2582 -0.1642 -0.0909 -0.0399 -0.0093
  0.0038  0.0056  0.0009 -0.0068 -0.0147 -0.0216 -0.0273 -0.0317 -0.0353 -0.0388
 -0.0432
 -1.4234 -1.2999 -1.1930 -1.0986 -1.0129 -0.9326 -0.8552 -0.7789 -0.7040 -0.6314
 -0.5616 -0.4958 -0.4371 -0.3861 -0.3413 -0.2425 -0.1544 -0.0830 -0.0323
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F606W
 -2.8641 -2.7845 -2.6597 -2.4244 -2.1565 -1.9019 -1.6916 -1.5224 -1.3720 -1.2306
 -1.0969 -0.9724 -0.8573 -0.7515 -0.6543 -0.4496 -0.2783 -0.1345 -0.0392
 -2.5695 -2.3743 -2.2629 -2.1935 -2.0280 -1.8034 -1.5896 -1.4138 -1.2655 -1.1292
 -1.0013 -0.8827 -0.7739 -0.6748 -0.5848 -0.3943 -0.2428 -0.1254 -0.0393  0.0228
 -2.4098 -2.1909 -2.0032 -1.8605 -1.7829 -1.6904 -1.5225 -1.3436 -1.1916 -1.0599
 -0.9375 -0.8242 -0.7204 -0.6261 -0.5409 -0.3626 -0.2242 -0.1192 -0.0429  0.0126
  0.0545
 -2.2970 -2.0870 -1.8893 -1.7089 -1.5591 -1.4528 -1.3820 -1.2823 -1.1430 -1.0119
 -0.8937 -0.7853 -0.6858 -0.5954 -0.5137 -0.3435 -0.2133 -0.1166 -0.0477  0.0021
  0.0402  0.0704
 -2.2037 -2.0120 -1.8220 -1.6429 -1.4802 -1.3357 -1.2174 -1.1284 -1.0587 -0.9686
 -0.8626 -0.7577 -0.6619 -0.5750 -0.4962 -0.3319 -0.2068 -0.1154 -0.0520 -0.0076
  0.0263  0.0537  0.0759  0.0927
 -2.1258 -1.9477 -1.7721 -1.5995 -1.4371 -1.2885 -1.1550 -1.0389 -0.9442 -0.8726
 -0.8068 -0.7289 -0.6430 -0.5593 -0.4831 -0.3237 -0.2020 -0.1137 -0.0542 -0.0148
  0.0141  0.0377  0.0573  0.0736  0.0880  0.0989  0.1046  0.1034  0.0947  0.0793
 -2.0497 -1.8867 -1.7269 -1.5658 -1.4090 -1.2618 -1.1269 -1.0056 -0.8990 -0.8086
 -0.7339 -0.6710 -0.6081 -0.5401 -0.4703 -0.3164 -0.1973 -0.1106 -0.0531 -0.0177
  0.0057  0.0242  0.0399  0.0533  0.0647  0.0753  0.0832  0.0858  0.0813  0.0685
  0.0478
 -1.9812 -1.8267 -1.6823 -1.5339 -1.3862 -1.2435 -1.1102 -0.9880 -0.8785 -0.7820
 -0.6990 -0.6275 -0.5650 -0.5072 -0.4492 -0.3076 -0.1917 -0.1058 -0.0487 -0.0156
  0.0028  0.0154  0.0259  0.0350  0.0432  0.0524  0.0605  0.0649  0.0633  0.0540
  0.0361
 -1.9266 -1.7736 -1.6356 -1.4991 -1.3618 -1.2263 -1.0967 -0.9755 -0.8648 -0.7658
 -0.6794 -0.6044 -0.5381 -0.4783 -0.4231 -0.2947 -0.1834 -0.0989 -0.0416 -0.0088
  0.0064  0.0132  0.0175  0.0211  0.0246  0.0280  0.0309  0.0317  0.0303  0.0269
  0.0217
 -1.8938 -1.7338 -1.5944 -1.4650 -1.3378 -1.2110 -1.0868 -0.9684 -0.8581 -0.7575
 -0.6680 -0.5902 -0.5223 -0.4614 -0.4055 -0.2818 -0.1759 -0.0925 -0.0345 -0.0002
  0.0147  0.0179  0.0163  0.0135  0.0111  0.0093  0.0080  0.0069  0.0056  0.0030
 -0.0005
 -1.8901 -1.7086 -1.5608 -1.4326 -1.3123 -1.1931 -1.0761 -0.9619 -0.8537 -0.7530
 -0.6612 -0.5801 -0.5095 -0.4477 -0.3919 -0.2700 -0.1676 -0.0860 -0.0276  0.0086
  0.0250  0.0275  0.0223  0.0138  0.0049 -0.0031 -0.0101 -0.0160 -0.0210 -0.0260
 -0.0318
 -1.9087 -1.6981 -1.5350 -1.4017 -1.2847 -1.1724 -1.0623 -0.9542 -0.8493 -0.7499
 -0.6578 -0.5740 -0.4998 -0.4352 -0.3786 -0.2591 -0.1593 -0.0793 -0.0208
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = F606W
 -3.0702 -2.8937 -2.5949 -2.2852 -1.9862 -1.7313 -1.5423 -1.3862 -1.2453 -1.1152
 -0.9927 -0.8781 -0.7718 -0.6740 -0.5843 -0.3934 -0.2409 -0.1182 -0.0237
 -2.6561 -2.5727 -2.4700 -2.2225 -1.9471 -1.6889 -1.4777 -1.3136 -1.1721 -1.0442
 -0.9247 -0.8135 -0.7110 -0.6173 -0.5321 -0.3540 -0.2152 -0.1062 -0.0227  0.0393
 -2.4906 -2.2757 -2.1523 -2.0894 -1.9119 -1.6742 -1.4518 -1.2711 -1.1255 -0.9990
 -0.8824 -0.7743 -0.6748 -0.5841 -0.5019 -0.3315 -0.2007 -0.1001 -0.0243  0.0314
  0.0729
 -2.4115 -2.1731 -1.9688 -1.8158 -1.7310 -1.6325 -1.4480 -1.2575 -1.0991 -0.9702
 -0.8558 -0.7503 -0.6534 -0.5650 -0.4851 -0.3195 -0.1936 -0.0981 -0.0276  0.0233
  0.0610  0.0905
 -2.3586 -2.1261 -1.9093 -1.7162 -1.5547 -1.4336 -1.3534 -1.2444 -1.0932 -0.9535
 -0.8385 -0.7350 -0.6402 -0.5539 -0.4756 -0.3134 -0.1904 -0.0980 -0.0310  0.0159
  0.0497  0.0762  0.0974  0.1152
 -2.3182 -2.0966 -1.8831 -1.6842 -1.5037 -1.3460 -1.2150 -1.1143 -1.0364 -0.9399
 -0.8281 -0.7249 -0.6314 -0.5467 -0.4698 -0.3101 -0.1888 -0.0982 -0.0336  0.0104
  0.0403  0.0628  0.0812  0.0962  0.1090  0.1182  0.1218  0.1184  0.1080  0.0929
 -2.2866 -2.0754 -1.8694 -1.6734 -1.4916 -1.3268 -1.1791 -1.0493 -0.9409 -0.8565
 -0.7849 -0.7084 -0.6241 -0.5411 -0.4653 -0.3076 -0.1873 -0.0975 -0.0341  0.0076
  0.0339  0.0520  0.0664  0.0783  0.0881  0.0969  0.1027  0.1031  0.0963  0.0817
  0.0615
 -2.2602 -2.0591 -1.8612 -1.6704 -1.4908 -1.3247 -1.1736 -1.0370 -0.9157 -0.8107
 -0.7234 -0.6539 -0.5917 -0.5270 -0.4592 -0.3048 -0.1851 -0.0955 -0.0323  0.0083
  0.0317  0.0452  0.0547  0.0623  0.0688  0.0740  0.0790  0.0815  0.0789  0.0688
  0.0500
 -2.2448 -2.0440 -1.8547 -1.6699 -1.4930 -1.3284 -1.1770 -1.0386 -0.9131 -0.8010
 -0.7031 -0.6204 -0.5516 -0.4923 -0.4364 -0.2983 -0.1806 -0.0909 -0.0276  0.0129
  0.0347  0.0442  0.0481  0.0503  0.0521  0.0536  0.0544  0.0531  0.0495  0.0438
  0.0363
 -2.2497 -2.0424 -1.8521 -1.6750 -1.5027 -1.3392 -1.1879 -1.0491 -0.9223 -0.8069
 -0.7037 -0.6137 -0.5370 -0.4714 -0.4138 -0.2880 -0.1756 -0.0864 -0.0222  0.0193
  0.0414  0.0487  0.0479  0.0442  0.0402  0.0367  0.0332  0.0299  0.0263  0.0212
  0.0134
 -2.2877 -2.0425 -1.8514 -1.6795 -1.5148 -1.3546 -1.2032 -1.0634 -0.9358 -0.8190
 -0.7128 -0.6180 -0.5353 -0.4643 -0.4027 -0.2758 -0.1695 -0.0810 -0.0160  0.0270
  0.0503  0.0575  0.0538  0.0451  0.0351  0.0255  0.0166  0.0087  0.0014 -0.0059
 -0.0140
 -2.3686 -2.0739 -1.8600 -1.6852 -1.5237 -1.3700 -1.2228 -1.0823 -0.9528 -0.8344
 -0.7265 -0.6287 -0.5413 -0.4650 -0.3990 -0.2669 -0.1623 -0.0759 -0.0099
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value = F606W
 -3.1147 -2.8568 -2.5239 -2.2120 -1.9188 -1.6670 -1.4790 -1.3280 -1.1943 -1.0679
 -0.9498 -0.8392 -0.7365 -0.6418 -0.5549 -0.3692 -0.2225 -0.1058 -0.0134
 -2.7501 -2.6926 -2.4724 -2.1773 -1.8951 -1.6349 -1.4293 -1.2690 -1.1330 -1.0083
 -0.8924 -0.7845 -0.6846 -0.5930 -0.5095 -0.3346 -0.1994 -0.0939 -0.0122  0.0496
 -2.5212 -2.3464 -2.2913 -2.1438 -1.8886 -1.6374 -1.4132 -1.2369 -1.0954 -0.9713
 -0.8576 -0.7521 -0.6546 -0.5654 -0.4842 -0.3156 -0.1870 -0.0883 -0.0132  0.0429
  0.0846
 -2.4504 -2.2039 -2.0186 -1.9224 -1.8405 -1.6436 -1.4241 -1.2299 -1.0757 -0.9487
 -0.8364 -0.7329 -0.6375 -0.5502 -0.4708 -0.3061 -0.1813 -0.0867 -0.0159  0.0360
  0.0739  0.1031
 -2.4173 -2.1638 -1.9370 -1.7513 -1.6164 -1.5346 -1.4206 -1.2438 -1.0748 -0.9370
 -0.8235 -0.7213 -0.6276 -0.5419 -0.4639 -0.3018 -0.1793 -0.0871 -0.0192  0.0295
  0.0641  0.0902  0.1111  0.1282
 -2.4002 -2.1511 -1.9188 -1.7100 -1.5312 -1.3829 -1.2707 -1.1870 -1.0776 -0.9395
 -0.8171 -0.7145 -0.6216 -0.5371 -0.4603 -0.3001 -0.1788 -0.0879 -0.0218  0.0245
  0.0559  0.0785  0.0964  0.1107  0.1217  0.1289  0.1316  0.1284  0.1184  0.1019
 -2.3935 -2.1506 -1.9203 -1.7073 -1.5157 -1.3472 -1.2010 -1.0774 -0.9808 -0.9009
 -0.8093 -0.7108 -0.6182 -0.5342 -0.4581 -0.2994 -0.1786 -0.0881 -0.0229  0.0217
  0.0504  0.0692  0.0832  0.0944  0.1033  0.1097  0.1132  0.1126  0.1062  0.0911
  0.0702
 -2.3920 -2.1576 -1.9312 -1.7186 -1.5235 -1.3481 -1.1917 -1.0531 -0.9321 -0.8297
 -0.7471 -0.6765 -0.6055 -0.5304 -0.4563 -0.2986 -0.1780 -0.0873 -0.0222  0.0216
  0.0485  0.0637  0.0730  0.0800  0.0855  0.0896  0.0932  0.0941  0.0899  0.0788
  0.0595
 -2.4003 -2.1659 -1.9457 -1.7353 -1.5394 -1.3610 -1.2003 -1.0558 -0.9266 -0.8123
 -0.7135 -0.6305 -0.5628 -0.5026 -0.4426 -0.2954 -0.1754 -0.0842 -0.0187  0.0251
  0.0507  0.0629  0.0676  0.0693  0.0702  0.0705  0.0700  0.0685  0.0651  0.0577
  0.0462
 -2.4262 -2.1817 -1.9659 -1.7606 -1.5652 -1.3846 -1.2211 -1.0733 -0.9400 -0.8200
 -0.7134 -0.6206 -0.5419 -0.4758 -0.4183 -0.2890 -0.1727 -0.0812 -0.0145  0.0302
  0.0561  0.0668  0.0677  0.0641  0.0594  0.0548  0.0501  0.0455  0.0403  0.0337
  0.0245
 -2.4830 -2.2076 -1.9874 -1.7869 -1.5964 -1.4155 -1.2487 -1.0977 -0.9615 -0.8381
 -0.7267 -0.6277 -0.5414 -0.4679 -0.4049 -0.2771 -0.1683 -0.0772 -0.0095  0.0367
  0.0637  0.0745  0.0732  0.0652  0.0549  0.0445  0.0346  0.0254  0.0167  0.0079
 -0.0013
 -2.5887 -2.2566 -2.0157 -1.8136 -1.6276 -1.4505 -1.2831 -1.1285 -0.9886 -0.8621
 -0.7476 -0.6442 -0.5522 -0.4720 -0.4032 -0.2679 -0.1622 -0.0732 -0.0042
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value = F606W
 -3.1321 -2.7913 -2.4508 -2.1461 -1.8706 -1.6234 -1.4342 -1.2809 -1.1500 -1.0274
 -0.9130 -0.8059 -0.7062 -0.6141 -0.5294 -0.3476 -0.2043 -0.0906 -0.0014
 -2.8860 -2.7341 -2.4364 -2.1279 -1.8495 -1.5970 -1.3938 -1.2338 -1.0984 -0.9770
 -0.8642 -0.7592 -0.6617 -0.5720 -0.4897 -0.3168 -0.1834 -0.0803 -0.0002  0.0614
 -2.5612 -2.4757 -2.3845 -2.1314 -1.8538 -1.6017 -1.3825 -1.2089 -1.0681 -0.9463
 -0.8351 -0.7320 -0.6365 -0.5486 -0.4683 -0.3004 -0.1726 -0.0752 -0.0008  0.0558
  0.0978
 -2.4748 -2.2376 -2.1110 -2.0539 -1.8651 -1.6214 -1.3969 -1.2054 -1.0533 -0.9282
 -0.8178 -0.7163 -0.6225 -0.5362 -0.4574 -0.2926 -0.1680 -0.0739 -0.0031  0.0498
  0.0885  0.1176
 -2.4580 -2.1873 -1.9634 -1.8072 -1.7261 -1.6192 -1.4217 -1.2239 -1.0552 -0.9202
 -0.8080 -0.7073 -0.6148 -0.5299 -0.4522 -0.2897 -0.1668 -0.0746 -0.0061  0.0441
  0.0799  0.1062  0.1267  0.1428
 -2.4642 -2.1879 -1.9403 -1.7302 -1.5642 -1.4443 -1.3601 -1.2385 -1.0754 -0.9254
 -0.8042 -0.7027 -0.6108 -0.5268 -0.4500 -0.2891 -0.1671 -0.0758 -0.0088  0.0394
  0.0729  0.0962  0.1137  0.1275  0.1384  0.1451  0.1462  0.1404  0.1282  0.1125
 -2.4847 -2.2080 -1.9539 -1.7272 -1.5316 -1.3680 -1.2326 -1.1271 -1.0405 -0.9346
 -0.8100 -0.7018 -0.6092 -0.5255 -0.4493 -0.2896 -0.1680 -0.0768 -0.0102  0.0366
  0.0681  0.0883  0.1023  0.1129  0.1210  0.1263  0.1289  0.1270  0.1183  0.1023
  0.0820
 -2.5116 -2.2395 -1.9837 -1.7501 -1.5426 -1.3616 -1.2058 -1.0707 -0.9561 -0.8626
 -0.7820 -0.6962 -0.6088 -0.5255 -0.4495 -0.2904 -0.1686 -0.0770 -0.0103  0.0361
  0.0660  0.0836  0.0937  0.1003  0.1049  0.1079  0.1086  0.1071  0.1019  0.0909
  0.0710
 -2.5481 -2.2750 -2.0205 -1.7842 -1.5700 -1.3799 -1.2131 -1.0667 -0.9378 -0.8251
 -0.7289 -0.6484 -0.5792 -0.5129 -0.4454 -0.2894 -0.1676 -0.0752 -0.0078  0.0385
  0.0676  0.0830  0.0893  0.0911  0.0912  0.0905  0.0886  0.0854  0.0804  0.0722
  0.0583
 -2.6000 -2.3160 -2.0650 -1.8303 -1.6123 -1.4154 -1.2409 -1.0866 -0.9499 -0.8285
 -0.7214 -0.6283 -0.5492 -0.4833 -0.4249 -0.2874 -0.1672 -0.0738 -0.0051  0.0423
  0.0716  0.0860  0.0894  0.0867  0.0817  0.0762  0.0703  0.0642  0.0573  0.0490
  0.0380
 -2.6781 -2.3667 -2.1113 -1.8796 -1.6627 -1.4618 -1.2804 -1.1192 -0.9762 -0.8485
 -0.7346 -0.6339 -0.5461 -0.4711 -0.4075 -0.2779 -0.1650 -0.0717 -0.0015  0.0474
  0.0777  0.0923  0.0942  0.0879  0.0779  0.0670  0.0560  0.0456  0.0353  0.0248
  0.0143
 -2.8027 -2.4370 -2.1630 -1.9290 -1.7148 -1.5148 -1.3296 -1.1618 -1.0123 -0.8789
 -0.7596 -0.6529 -0.5584 -0.4760 -0.4054 -0.2682 -0.1608 -0.0690  0.0024
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value = F606W
 -3.1178 -2.7426 -2.3986 -2.0999 -1.8315 -1.5912 -1.4030 -1.2441 -1.1119 -0.9938
 -0.8821 -0.7776 -0.6805 -0.5906 -0.5077 -0.3288 -0.1872 -0.0763  0.0111
 -2.8768 -2.7333 -2.4002 -2.0877 -1.8101 -1.5644 -1.3658 -1.2044 -1.0695 -0.9506
 -0.8401 -0.7373 -0.6420 -0.5539 -0.4728 -0.3010 -0.1680 -0.0657  0.0132  0.0745
 -2.6591 -2.6172 -2.4013 -2.1047 -1.8217 -1.5673 -1.3555 -1.1839 -1.0443 -0.9245
 -0.8153 -0.7142 -0.6204 -0.5338 -0.4543 -0.2866 -0.1583 -0.0610  0.0130  0.0697
  0.1125
 -2.4965 -2.3036 -2.2557 -2.1069 -1.8489 -1.5953 -1.3700 -1.1831 -1.0333 -0.9096
 -0.8008 -0.7010 -0.6087 -0.5234 -0.4451 -0.2800 -0.1544 -0.0599  0.0110  0.0647
  0.1045  0.1338
 -2.4813 -2.2040 -2.0051 -1.9146 -1.8322 -1.6259 -1.4024 -1.2024 -1.0371 -0.9039
 -0.7931 -0.6938 -0.6024 -0.5184 -0.4411 -0.2779 -0.1536 -0.0607  0.0083  0.0597
  0.0971  0.1240  0.1442  0.1600
 -2.5077 -2.2069 -1.9528 -1.7560 -1.6250 -1.5471 -1.4221 -1.2355 -1.0588 -0.9105
 -0.7910 -0.6905 -0.5995 -0.5162 -0.4397 -0.2780 -0.1545 -0.0623  0.0057  0.0554
  0.0909  0.1154  0.1331  0.1463  0.1560  0.1614  0.1612  0.1545  0.1413  0.1248
 -2.5553 -2.2443 -1.9702 -1.7368 -1.5474 -1.4001 -1.2910 -1.2023 -1.0812 -0.9325
 -0.7989 -0.6910 -0.5991 -0.5159 -0.4399 -0.2793 -0.1560 -0.0638  0.0039  0.0526
  0.0864  0.1088  0.1234  0.1337  0.1410  0.1453  0.1463  0.1425  0.1325  0.1156
  0.0948
 -2.6169 -2.3010 -2.0159 -1.7654 -1.5513 -1.3717 -1.2232 -1.0995 -0.9990 -0.9106
 -0.8100 -0.6985 -0.6016 -0.5174 -0.4412 -0.2810 -0.1576 -0.0649  0.0033  0.0515
  0.0842  0.1045  0.1161  0.1228  0.1269  0.1289  0.1283  0.1255  0.1185  0.1053
  0.0845
 -2.6841 -2.3645 -2.0757 -1.8144 -1.5847 -1.3876 -1.2200 -1.0767 -0.9526 -0.8458
 -0.7554 -0.6753 -0.5950 -0.5167 -0.4417 -0.2814 -0.1578 -0.0642  0.0046  0.0531
  0.0850  0.1037  0.1124  0.1151  0.1150  0.1135  0.1103  0.1060  0.0993  0.0886
  0.0728
 -2.7668 -2.4364 -2.1465 -1.8818 -1.6417 -1.4309 -1.2490 -1.0923 -0.9563 -0.8367
 -0.7317 -0.6408 -0.5626 -0.4951 -0.4323 -0.2829 -0.1592 -0.0643  0.0060  0.0556
  0.0878  0.1056  0.1122  0.1113  0.1067  0.1007  0.0938  0.0862  0.0776  0.0682
  0.0542
 -2.8722 -2.5166 -2.2201 -1.9550 -1.7118 -1.4916 -1.2974 -1.1287 -0.9821 -0.8535
 -0.7399 -0.6397 -0.5520 -0.4765 -0.4124 -0.2780 -0.1595 -0.0640  0.0080  0.0593
  0.0925  0.1104  0.1160  0.1124  0.1036  0.0927  0.0811  0.0694  0.0575  0.0451
  0.0328
 -3.0177 -2.6119 -2.2986 -2.0293 -1.7861 -1.5630 -1.3607 -1.1811 -1.0240 -0.8863
 -0.7648 -0.6573 -0.5624 -0.4792 -0.4075 -0.2685 -0.1576 -0.0630  0.0103
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value = F606W
 -3.0108 -2.6411 -2.3179 -2.0396 -1.7792 -1.5493 -1.3706 -1.2176 -1.0829 -0.9662
 -0.8569 -0.7544 -0.6594 -0.5713 -0.4900 -0.3134 -0.1717 -0.0604  0.0249
 -2.9369 -2.6738 -2.3384 -2.0371 -1.7705 -1.5304 -1.3410 -1.1817 -1.0459 -0.9287
 -0.8201 -0.7191 -0.6255 -0.5389 -0.4589 -0.2879 -0.1541 -0.0512  0.0275  0.0888
 -2.7932 -2.6624 -2.3722 -2.0660 -1.7878 -1.5391 -1.3311 -1.1638 -1.0249 -0.9060
 -0.7984 -0.6989 -0.6067 -0.5213 -0.4426 -0.2748 -0.1450 -0.0466  0.0278  0.0848
  0.1282
 -2.6034 -2.4263 -2.3477 -2.0994 -1.8234 -1.5702 -1.3470 -1.1637 -1.0162 -0.8933
 -0.7859 -0.6874 -0.5964 -0.5122 -0.4345 -0.2689 -0.1413 -0.0454  0.0263  0.0805
  0.1214  0.1515
 -2.4865 -2.2238 -2.0917 -2.0430 -1.8528 -1.6091 -1.3818 -1.1833 -1.0206 -0.8892
 -0.7795 -0.6813 -0.5911 -0.5079 -0.4310 -0.2672 -0.1408 -0.0461  0.0240  0.0763
  0.1151  0.1431  0.1634  0.1790
 -2.5252 -2.2121 -1.9667 -1.8068 -1.7348 -1.6235 -1.4206 -1.2190 -1.0419 -0.8964
 -0.7782 -0.6788 -0.5887 -0.5062 -0.4301 -0.2677 -0.1420 -0.0479  0.0215  0.0724
  0.1096  0.1358  0.1539  0.1668  0.1757  0.1804  0.1792  0.1707  0.1566  0.1391
 -2.5990 -2.2590 -1.9742 -1.7449 -1.5750 -1.4627 -1.3805 -1.2484 -1.0772 -0.9188
 -0.7868 -0.6801 -0.5889 -0.5062 -0.4306 -0.2693 -0.1440 -0.0498  0.0194  0.0696
  0.1054  0.1298  0.1457  0.1561  0.1630  0.1665  0.1661  0.1607  0.1491  0.1312
  0.1096
